Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 128C, Sample, n/a, Earth_F2	Abundances Count: F5: 128C, Sample, n/a, Earth_F2	Modifications
Q9V3Z4	GH11341p	27.89	14	24	14	535376.0761	19	
Q9V3Z9	HL02234p	42.6	15	43	15	3368680.16664	35	
Q9V400	Integrin linked kinase, isoform A	5.13	3	3	3	24689.2353	3	
Q9V405	26S proteasome regulatory subunit 6B	38.74	20	32	12	933062.5644	29	
Q9V406	Activator protein 4	9.35	6	8	6	157509.4167	8	
Q9V420	FI02878p	19.66	7	10	7	189860.90279999998	8	
Q9V428	Ras suppressor protein 1	27.92	8	14	8	589972.7859	13	
Q9V434	Asparagine--tRNA ligase, cytoplasmic	7.35	5	5	5	45078.265400000004	5	
Q9V436	26S proteasome non-ATPase regulatory subunit 8	39.39	10	21	10	1087681.8377	21	
Q9V455	Importin subunit alpha	19.84	9	23	9	790358.0724000001	23	
Q9V470	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial	46.15	16	45	16	981648.00075	39	
Q9V4C1	Uncharacterized protein, isoform E	40.5	28	61	0	1501086.94292	59	
Q9V4D9	Purine-rich binding protein-alpha, isoform B	64.73	18	66	0	2033069.90937	54	
Q9V4E0	Complex I-49kD	33.97	12	20	11	476662.7032	20	
Q9V4E7	Transporter	3.46	3	4	2	32622.0711	3	
Q9V9M7	Large ribosomal subunit protein eL21	38.36	7	13	7	390032.6826	12	
Q9V9Q4	LD43819p	34.18	13	24	13	965089.00463	23	
Q9V9S0	Lysosome-associated membrane glycoprotein 5	11.64	3	5	3	166660.0769	5	
Q9V9T5	GM14617p	2.44	2	2	0	13250.7666	2	
Q9V9T9	Beta-glucuronidase	2.62	2	2	2	20906.642	2	
Q9V9U0	RE35358p	10.11	2	3	2	94580.844	3	
Q9V9U7	Tubulin-specific chaperone A	39.09	6	10	6	252345.942	9	
Q9V9V0	Cleavage stimulation factor subunit 1	2.12	1	1	1	4209.1074	1	
Q9V9V4	CRAL-TRIO domain-containing protein	27.85	7	17	7	498460.35544	16	
Q9V9W2	Large ribosomal subunit protein eL6	24.69	8	26	0	1852216.5682	25	
Q9V9W4	GH08048p	1.69	1	1	1	3933.2441	1	
Q9V9Y6	Carbonic anhydrase	8.94	3	5	3	60094.5557	5	
Q9VA09	Guanylate cyclase soluble subunit beta-1	7.62	6	8	6	44541.2736	7	
Q9VA18	Coiled-coil-helix-coiled-coil-helix domain containing 3	78.03	19	64	19	2672277.8403000003	58	
Q9VA32	Cuticular protein 100A	21.99	4	10	4	82972.6241	7	
Q9VA34	LP06141p	2.47	3	4	3	26148.287	4	
Q9VA36	CIN85 and CD2AP related, isoform C	16.67	13	19	0	236302.89909999998	15	
Q9VA41	GEO08227p1	52.87	7	17	3	113685.2888	8	
Q9VA42	Niemann-Pick type C-2g, isoform A	49.69	7	28	4	1304176.2252	24	
Q9VA56	GH23271p	54.34	20	59	1	5966.974	1	
Q9VA69	procollagen-proline 4-dioxygenase	7.09	4	4	4	49867.7673	4	
Q9VA71	FI19924p1	7.86	3	3	3	716.16657	2	
Q9VA76	IP18706p	16.71	5	7	5	44733.6727	6	
Q9VA81	GEO10172p1	13.57	2	3	2	41299.674999999996	3	
Q9VA95	Trafficking protein particle complex subunit	15.17	2	3	2	15657.994100000002	3	
Q9VA97	Pyridoxal phosphate homeostasis protein	32.28	9	13	9	430778.89495	13	
Q9VAA6	GEO12235p1	19.62	3	4	3	69553.2323	4	
Q9VAA9	JIL-1 anchoring and stabilizing protein, isoform A	23.58	9	11	9	126810.73821	10	
Q9VAC1	GM14349p	62.05	20	122	20	7887392.13469	110	
Q9VAC4	GEO09167p1	55.77	8	20	8	914118.95	20	
Q9VAC9	Uncharacterized protein, isoform A	11.98	4	6	0	36415.234730000004	5	
Q9VAD4	Translation initiation factor eIF2B subunit alpha	9.15	3	3	3	15094.149300000001	3	
Q9VAD7	RH37294p	5.2	1	1	1	1589.0157	1	
Q9VAG3	trypsin	24.11	5	8	5	174788.467	7	
Q9VAG9	3'(2'),5'-bisphosphate nucleotidase 1	37.91	10	19	10	347872.1099	17	
Q9VAI9	GEO07291p1	62.25	9	53	5	3871018.33545	48	
Q9VAJ9	Mitochondrial 2-oxoglutarate/malate carrier protein	25.87	9	9	9	150070.60464	9	
Q9VAL5	protein-tyrosine-phosphatase	2.72	3	3	0	5364.7281299999995	3	
Q9VAL7	Calnexin 99A, isoform A	37.52	23	55	1	1691981.49294	49	
Q9VAN7	Phosphoglycerate mutase	65.88	17	107	15	10704949.1911	96	
Q9VAQ4	Peptidase S1 domain-containing protein	13.48	4	4	4	70464.75	4	
Q9VAS1	Neprilysin-like 19	2.53	2	2	2	10638.430600000002	2	
Q9VAU6	LD27564p	2.99	2	2	2	13474.2087	2	
Q9VAV2	FI21480p1	13.07	11	15	11	298366.9622	15	
Q9VAY0	Neprilysin 7	3.91	3	3	3	26072.3108	3	
Q9VAY2	Heat shock protein 83	39.9	31	79	30	2157253.3255000003	68	
Q9VAY6	Pre-mRNA-splicing factor SPF27	11.87	3	4	3	44318.244999999995	2	
Q9VAY9	GH07821p	8.65	3	3	3	11403.0606	3	
Q9VB05	ALG-2 interacting protein X	24.28	25	38	25	1155711.15114	34	
Q9VB10	Hydroxysteroid dehydrogenase-like protein 2	42.72	16	48	16	1677359.7807	44	
Q9VB17	IP11341p	10.74	3	3	3	51673.363000000005	3	
Q9VB22	LD33695p	18.39	9	13	9	109978.32858	13	
Q9VB23	Serine/threonine protein phosphatase 2A regulatory subunit	21.76	12	22	1	456672.51822	20	
Q9VB51	GEO08385p1	13.33	1	1	1	8003.422	1	
Q9VB64	Uridine diphosphate glucose pyrophosphatase NUDT14	46.7	8	15	8	583247.13577	14	
Q9VB66	CLIP domain-containing serine protease	4.72	2	2	2	41580.216	2	
Q9VB69	Malic enzyme	29.5	16	20	2	322645.373	19	
Q9VB76	Carbonic anhydrase	9.32	3	3	3	42932.5	3	
Q9VB77	IP09938p	7.01	2	5	2	55020.64596	5	
Q9VB79	IP09473p	17.65	6	14	6	268663.70769999997	13	
Q9VB81	Cuticular protein 97Eb	66.81	11	42	11	1230949.1953	39	
Q9VB86	LP07342p	16.78	3	6	3	34560.2354	5	
Q9VB96	Uncharacterized protein, isoform A	20.21	10	22	0	526736.593	21	
Q9VBC1	Uncharacterized protein, isoform A	19.35	2	2	2	2872.2771000000002	2	
Q9VBC9	Beaten path VII	7.74	3	3	3	51639.7396	3	
Q9VBI2	UMP-CMP kinase	50.99	13	81	13	4234271.3318	78	
Q9VBI3	RH72336p	22.66	7	16	7	441258.11386000004	15	
Q9VBL3	GH01188p	5.83	3	3	3	27267.284	3	
Q9VBN5	60S ribosomal protein L27	15.56	2	2	2	71171.73700000001	2	
Q9VBP5	Jing interacting gene regulatory 1, isoform A	2.38	1	1	1	5573.169	1	
Q9VBP6	Succinate-semialdehyde dehydrogenase	72.5	26	100	26	6735037.45102	89	
Q9VBR3	Astrocytic leucine-rich repeat molecule	5.94	3	4	3	67880.93299999999	3	
Q9VBS7	Uncharacterized protein, isoform B	27.76	12	26	12	1514909.29444	26	
Q9VBT1	CHK kinase-like domain-containing protein	14.15	6	7	6	98504.25159999999	7	
Q9VBT2	IP11926p	4.33	2	2	2	19003.408799999997	2	
Q9VBU0	Uncharacterized protein, isoform A	4.08	2	2	2	21219.1004	2	
Q9VBU9	40S ribosomal protein S27	23.81	3	11	3	2575330.439	11	
Q9VBV4	Juvenile hormone binding protein 7	15.2	4	4	3	134603.5063	4	
Q9VBX3	Vig2, isoform B	1.58	1	1	0	29328.785	1	
Q9VBY7	Protein lin-7 homolog	72.82	13	48	1	2761485.2616	44	
Q9VC05	Oxysterol-binding protein	8.55	6	6	6	29133.130400000002	4	
Q9VC06	LD37516p	15.62	11	15	11	79594.25476	13	
Q9VC10	Phosphatidylinositol glycan anchor biosynthesis class S	1.49	1	1	1	16266.823	1	
Q9VC18	Bifunctional purine biosynthesis protein ATIC	35.93	19	29	19	304215.6916	27	
Q9VC30	RE05274p	18.28	3	6	3	25764.1609	5	
Q9VC31	Ras-related protein Rab-1	28.64	6	12	4	324134.3818	8	
Q9VC48	Methionine aminopeptidase	28.88	10	16	10	738978.0074	16	
Q9VC53	BolA-like protein DDB_G0274169	31.33	5	13	5	262276.3766	11	
Q9VC58	Syntaxin-18	4.05	2	2	2	28655.655	2	
Q9VC66	AT25567p	19.46	8	9	8	261542.935	9	
Q9VC67	Juvenile hormone binding protein 12	27.38	7	10	7	97748.90786	10	
Q9VC87	RE57978p	2.84	1	1	1	6997.533	1	
Q9VCB9	FI08802p	15.16	4	4	4	147224.597	4	
Q9VCD8	Structural maintenance of chromosomes protein	2.5	3	3	3	7400.4356	3	
Q9VCD9	Uncharacterized protein, isoform C	34.42	5	11	5	631205.4961999999	10	
Q9VCE0	Phosphatidylserine decarboxylase proenzyme, mitochondrial	9.17	4	5	4	235067.65625	5	
Q9VCF8	LD23561p	22.64	7	9	7	192612.6937	9	
Q9VCI4	LD32918p	1.13	1	2	1	6197.6157	1	
Q9VCI7	LD02979p	17.15	6	9	1	140878.487	7	
Q9VCK6	LD34157p	18.02	7	8	7	81183.56763	7	
Q9VCR2	N-acyl-aliphatic-L-amino acid amidohydrolase	8.98	4	4	4	38927.71170000001	4	
Q9VCR4	FI17836p1	5.18	4	6	4	46364.003339999996	6	
Q9VCR9	RH48101p	43.21	13	26	13	779197.80765	24	
Q9VCT4	Klingon	4.4	2	2	2	11656.4212	2	
Q9VCU0	GEO02312p1	14.17	2	7	2	262566.36439999996	7	
Q9VCU1	FI07649p	1.31	1	1	1	7890.189	1	
Q9VCU6	Heterochromatin protein 1c	6.75	2	3	2	38286.478	2	
Q9VCW2	Cardinal	4.82	4	4	4	78261.5765	4	
Q9VCW6	GCS light chain	33.33	11	27	11	1515267.59545	26	
Q9VCZ2	FI07970p	2.48	1	1	1	18243.09	1	
Q9VD00	FI07666p	34.53	8	15	8	517691.7116	12	
Q9VD01	LP12095p	4.55	1	1	1	72398.02	1	
Q9VD02	GH14779p	30.73	4	11	4	334972.4424	11	
Q9VD13	GH02671p	10.79	6	7	0	67571.4323	7	
Q9VD14	GH07286p	9.57	6	9	6	226306.064	9	
Q9VD29	small monomeric GTPase	49.74	9	33	9	1653150.5547	31	
Q9VD30	GH05294p	70.16	12	36	12	1856482.78045	33	
Q9VD55	Holocytochrome c-type synthase	5.34	2	3	2	26568.359	3	
Q9VD58	Isocitric dehydrogenase subunit beta	50.54	16	106	16	5836971.81568	90	
Q9VD64	ADP-ribosylation factor-like protein 3	20.11	3	5	3	48554.8003	5	
Q9VD68	GH19849p	6.84	3	3	3	37247.605	3	
Q9VD72	Vacuolar-sorting protein SNF8	5.91	2	2	2	94481.072	2	
Q9VDC0	GH01837p	24.0	5	14	5	303144.5601	14	
Q9VDC1	Deoxyribonuclease TATDN1	3.45	1	1	1	8624.49	1	
Q9VDC2	isopentenyl-diphosphate Delta-isomerase	2.73	1	1	1	96950.33	1	
Q9VDC3	AP complex subunit sigma	35.92	5	15	5	649312.359	15	
Q9VDE2	oxaloacetate tautomerase	33.18	6	15	6	1678114.95486	13	
Q9VDF4	Cortactin, isoform A	30.95	16	23	16	434869.32044	18	
Q9VDH3	GH08630p	55.7	12	33	12	1230514.598	30	
Q9VDI1	LD46328p	48.58	21	60	0	1758382.5451	53	
Q9VDI3	Myosin-2 essential light chain	28.19	4	5	4	51422.541	5	
Q9VDI5	Uncharacterized protein, isoform A	29.18	6	16	4	169061.1544	11	
Q9VDK2	GH15831p	1.18	1	1	0	7355.8813	1	
Q9VDK7	Signal recognition particle subunit SRP72	33.54	18	21	18	245667.7368	20	
Q9VDK9	GH12359p	4.71	3	3	3	20614.89585	3	
Q9VDL0	Signal recognition particle 14 kDa protein	20.18	3	4	3	75005.29400000001	4	
Q9VDL5	GEO09602p1	13.43	1	1	1	19022.754	1	
Q9VDP9	S-formylglutathione hydrolase	45.8	8	15	1	385826.0544	14	
Q9VDQ3	Identity crisis	6.14	3	3	3	30012.868599999998	3	
Q9VDT1	Short-chain specific acyl-CoA dehydrogenase, mitochondrial	27.9	11	25	11	794432.0739	22	
Q9VDT4	Uncharacterized protein, isoform A	7.73	1	1	1	8191.79	1	
Q9VDT5	Carboxypeptidase	18.05	8	20	8	862569.2584	18	
Q9VDU1	Acyl-CoA synthetase X3	2.04	1	1	1	5034.649	1	
Q9VDU7	nicotinamidase	21.57	7	17	7	368125.2678	16	
Q9VDV2	AT06125p	6.34	3	3	2	43647.244999999995	2	
Q9VDY8	MIP08680p	65.44	17	56	1	2636032.03346	51	
Q9VDZ8	Mitochondrial import inner membrane translocase subunit TIM44	48.13	22	50	0	2073655.66995	49	
Q9VE08	GH10002p	10.8	2	2	2	79227.2238	2	
Q9VE12	LD27322p	8.02	3	3	3	65779.37700000001	3	
Q9VE24	N-sulfoglucosamine sulfohydrolase	7.44	5	6	5	84208.053	5	
Q9VE31	GEO12059p1	9.91	1	1	1	1829.8425	1	
Q9VE52	Cleavage stimulation factor 64 kD subunit	12.41	5	6	5	89601.803	6	
Q9VE56	FI17806p1	11.22	3	3	3	196599.778	3	
Q9VE57	GEO10850p1	5.52	1	2	1	38315.316	2	
Q9VE75	V-type proton ATPase subunit a	4.92	4	4	3	82009.0645	4	
Q9VE85	Nucleoporin 43kD	13.41	4	6	4	49511.739499999996	6	
Q9VE94	LD14127p	5.73	2	3	2	25030.35147	3	
Q9VEA1	Eukaryotic translation initiation factor 4C	24.32	5	9	5	245978.6754	8	
Q9VEA7	FI01460p	8.99	1	3	1	141791.725	3	
Q9VEB1	Malate dehydrogenase, mitochondrial	84.52	28	296	28	34570742.1796	254	
Q9VEB7	AT04491p	2.05	1	1	1	36097.453	1	
Q9VEC2	Proteasome assembly chaperone 2	21.86	5	7	5	136682.5056	6	
Q9VEC8	RE23139p1	26.92	4	5	4	140092.52399999998	5	
Q9VED8	Deoxyribonuclease II	8.2	3	4	3	38403.885	4	
Q9VEF5	Inhibitor of growth protein	3.0	1	2	1	2976.94776	2	
Q9VEG8	RE59232p	13.2	3	5	3	90926.8915	5	
Q9VEH2	Transmembrane protein 192	6.15	2	2	2	74899.5648	2	
Q9VEJ3	Pyrroline-5-carboxylate reductase	50.55	10	29	2	955913.0281000001	25	
Q9VEJ9	Curly Su	4.52	3	3	3	26313.657	3	
Q9VEK7	Cellular repressor of E1A-stimulated genes, isoform A	15.17	4	4	1	33064.0607	3	
Q9VEK8	GH07711p	35.28	12	21	12	787271.1913	21	
Q9VEN3	non-specific serine/threonine protein kinase	19.63	11	18	11	198314.66382000002	15	
Q9VEN6	Mitochondrial ribosomal protein S11	4.5	1	1	1	14766.761	1	
Q9VEN9	Protein associated with topo II related - 1, isoform A	4.75	4	4	4	42346.4795	3	
Q9VEP6	Adenylosuccinate lyase	20.79	10	22	10	789827.2032999999	21	
Q9VEP8	GH11385p	13.77	10	12	10	251968.88499999998	12	
Q9VEP9	Splicing factor 3A subunit 1	16.96	11	16	11	210028.8339	12	
Q9VEQ2	ER membrane protein complex subunit 2	22.34	6	7	1	102352.2602	5	
Q9VES8	RE28913p	26.26	8	9	8	401806.41130000004	9	
Q9VET3	peptidyl-tRNA hydrolase	5.88	1	1	1	31315.78	1	
Q9VEV3	Tetratricopeptide repeat protein 1	52.85	13	19	13	392188.47336	19	
Q9VEV6	Uncharacterized protein, isoform A	3.5	1	1	0	643.45435	1	
Q9VEV7	Protein farnesyltransferase subunit beta	6.68	3	3	3	34690.2007	3	
Q9VEW1	Jiangshi, isoform A	5.65	3	3	3	15558.8525	2	
Q9VEY0	Uncharacterized protein, isoform C	45.28	12	18	4	168545.4061	17	
Q9VEY4	Growth hormone-regulated TBC protein 1	5.15	2	3	2	21424.681	3	
Q9VEY5	MICOS complex subunit	64.16	13	43	13	1884187.94815	43	
Q9VF03	Brahma associated protein 155 kDa	7.03	9	10	0	138422.6313	9	
Q9VF15	GEO09476p1	65.36	10	39	7	1696263.6328	36	
Q9VF23	arginine kinase	3.28	2	2	2	58380.71000000001	2	
Q9VF24	Crossveinless d	5.17	8	10	8	108625.9996	8	
Q9VF28	Actin-related protein 2/3 complex subunit 3	46.89	7	11	7	351148.558	9	
Q9VF39	FI01459p	15.0	6	10	6	96915.9735	8	
Q9VF51	Aldehyde oxidase 3, isoform A	4.94	7	13	5	200990.2055	12	
Q9VF70	Cerebral cavernous malformation 3	13.94	4	5	4	90751.00200000001	5	
Q9VF77	FI16517p1	13.42	5	6	5	94267.563	5	
Q9VF82	Trafficking protein particle complex subunit 6B	13.16	2	3	2	68799.38	3	
Q9VF85	serine--tRNA ligase	13.67	5	5	5	88298.9905	5	
Q9VF86	N-acetyl-D-glucosamine kinase	14.66	7	11	7	173291.4016	8	
Q9VF98	Cytochrome c oxidase assembly protein COX16 homolog, mitochondrial	34.29	3	4	3	47886.0605	4	
Q9VFC7	Mf5 protein	78.08	31	236	0	9423762.64135	155	
Q9VFF0	Mitochondrial-processing peptidase subunit beta	59.15	23	134	23	10123141.90495	100	
Q9VFI3	GEO08281p1	45.19	3	10	3	124304.88799999999	7	
Q9VFM0	GH19262p	7.14	4	5	4	23792.421799999996	4	
Q9VFN7	GEO07678p1	19.5	3	9	3	394431.684	9	
Q9VFN9	GEO07882p1	41.94	6	7	6	113973.09649999999	7	
Q9VFP0	RH07106p	23.51	8	9	8	93786.12789999999	9	
Q9VFP6	Inositol polyphosphate 1-phosphatase	39.2	13	32	13	1070004.77936	23	
Q9VFQ9	Dipeptidase B, isoform A	33.07	14	17	14	472510.6719	15	
Q9VFS1	Adenosine deaminase	4.98	3	3	3	17968.2056	3	
Q9VFS4	Cilia- and flagella-associated protein 36	7.1	2	2	2	21560.550000000003	2	
Q9VFT4	AT27578p	13.48	9	12	9	80562.5536	8	
Q9VFU7	Sidestep IV, isoform C	1.7	2	3	2	41573.724	3	
Q9VFV9	DnaJ-like-2, isoform A	43.18	19	40	19	1809937.2891000002	37	
Q9VFZ4	Methanethiol oxidase	6.38	3	3	3	95169.3435	3	
Q9VG00	Cytochrome c oxidase assembly protein COX20, mitochondrial	30.0	4	5	4	116147.2413	3	
Q9VG01	RE12073p	1.88	1	1	1	10183.307	1	
Q9VG04	Protein MEMO1	5.42	2	2	2	61564.706999999995	2	
Q9VG06	peptidyl-tRNA hydrolase	15.83	2	2	2	8575.0812	2	
Q9VG23	GH22994p	59.07	11	45	1	3079186.16312	43	
Q9VG26	MIP06012p	30.05	7	25	7	1025185.52948	23	
Q9VG31	Malic enzyme	16.91	13	17	0	561130.136	17	
Q9VG33	Sulfurtransferase	67.27	7	15	7	791859.7980999999	15	
Q9VG42	Glycine N-methyltransferase	20.07	6	6	6	71459.8151	4	
Q9VG51	Sorting nexin-3	34.13	7	25	7	712782.953	19	
Q9VG62	Toys are us	6.19	3	3	3	44028.712	3	
Q9VG69	LP03547p	35.71	12	26	12	1002158.5959000001	23	
Q9VG81	RH49330p	15.78	7	8	7	35739.9837	7	
Q9VG92	Glutathione S transferase D8	13.21	3	17	2	163774.5726	4	
Q9VGA0	Glutathione S transferase D9, isoform A	39.91	9	19	7	584215.8753	16	
Q9VGA1	Glutathione S transferase D10, isoform A	7.62	2	14	1	6043.0654	1	
Q9VGA3	LD12305p	33.64	7	18	6	499219.4274	16	
Q9VGC2	Short-chain specific acyl-CoA dehydrogenase, mitochondrial	2.41	1	1	1	4010.393	1	
Q9VGE4	FI04457p	4.49	6	6	6	41259.2547	4	
Q9VGE7	Beta-galactosidase	9.11	4	4	4	17453.96124	4	
Q9VGF3	IP11040p	9.86	4	5	4	91398.484	5	
Q9VGF7	Mitochondrial glutamate carrier 2	34.27	11	32	9	1369231.5314	29	
Q9VGJ9	Heme oxygenase	16.22	5	5	5	372084.378	5	
Q9VGK3	peptidylprolyl isomerase	60.87	6	10	6	139675.318	10	
Q9VGL0	LD43047p	2.84	3	3	3	21022.2516	3	
Q9VGM2	Fatty acid-binding protein, muscle	84.62	12	193	0	16155634.4195	156	
Q9VGP7	Large ribosomal subunit protein mL40	15.31	3	4	3	57077.71862	4	
Q9VGQ1	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	42.52	16	67	16	4843943.744	59	
Q9VGQ8	Arfaptin	11.55	4	5	4	71076.47555	5	
Q9VGR1	GRIP and coiled-coil domain containing 88 kDa	5.04	4	4	4	35495.1165	4	
Q9VGS3	RH44771p	14.04	4	12	4	497029.4695	10	
Q9VGT0	UDP-glucuronosyltransferase	1.36	1	1	1	3206.4944	1	
Q9VGT3	GM04645p	1.89	1	1	1	2933.8862	1	
Q9VGT8	UDP-glucuronosyltransferase	10.83	5	5	5	68041.361	5	
Q9VGU7	Arrestin C-terminal-like domain-containing protein	5.03	2	2	2	60367.227	2	
Q9VGV9	palmitoyl-protein hydrolase	7.66	2	2	2	69390.955	2	
Q9VGW7	type I protein arginine methyltransferase	18.09	5	5	5	71207.4546	5	
Q9VGY2	Peptide deformylase	14.71	4	4	3	44558.447	4	
Q9VGZ3	Cytoplasmic aconitate hydratase	9.79	9	11	6	142615.15504	11	
Q9VH25	Gamma-soluble NSF attachment protein	26.5	8	14	5	73665.414	5	
Q9VH26	Carbonic anhydrase	17.43	6	11	6	249829.26103	10	
Q9VH37	IP06524p	14.29	3	4	3	124987.3067	4	
Q9VH64	LD29322p	26.91	9	14	9	346468.3656	14	
Q9VH66	FI18258p1	27.9	6	12	6	207888.14856	12	
Q9VH72	TA01656p1	37.25	6	14	6	334662.18026	13	
Q9VH76	Synaptosomal-associated protein	53.3	11	43	9	514970.1414	22	
Q9VH77	mannose-6-phosphate isomerase	6.31	3	5	3	32343.1113	4	
Q9VH81	protein-serine/threonine phosphatase	9.42	5	5	5	6342.51692	2	
Q9VH98	Diuretic hormone 44, isoform A	22.19	6	10	6	251694.99599999998	10	
Q9VHA1	Spermidine synthase, isoform A	15.33	4	6	1	150124.1043	5	
Q9VHA8	LD25575p	13.05	7	10	7	539511.1271	10	
Q9VHB1	Mitochondrial pyruvate carrier	55.19	7	19	2	681106.4512	17	
Q9VHB8	2-oxoisovalerate dehydrogenase subunit alpha	5.47	3	5	3	36382.9035	5	
Q9VHC3	Blistery, isoform A	16.39	11	15	11	103482.35710000001	13	
Q9VHC7	FI21236p1	32.28	15	32	8	914855.1463	20	
Q9VHE3	GH05665p	6.25	2	2	2	13118.473999999998	2	
Q9VHE4	omega-amidase	20.85	7	15	7	340217.88659999997	15	
Q9VHE5	Large ribosomal subunit protein eL34	32.14	7	10	2	304593.36	10	
Q9VHF9	Uncharacterized protein, isoform B	10.11	2	5	2	44800.4776	4	
Q9VHG6	Insulator binding factor 2	16.92	4	5	4	45330.14036	4	
Q9VHH8	Beag	6.46	4	4	4	34288.432	4	
Q9VHI1	Hyrax	6.32	3	3	3	19346.7442	3	
Q9VHI8	Uncharacterized protein, isoform A	31.01	12	19	2	828408.3803	17	
Q9VHJ2	LD32381p	2.65	1	2	1	42921.892	2	
Q9VHJ5	Carbonic anhydrase	4.31	1	1	1	5824.464	1	
Q9VHJ7	LD41978p	3.96	3	4	3	44734.692	4	
Q9VHL2	T-complex protein 1 subunit eta	43.01	21	50	21	2128553.97256	42	
Q9VHM3	LD30467p	9.09	4	4	4	26157.429	3	
Q9VHN4	GH14121p	10.92	3	3	3	42798.631	3	
Q9VHN7	transketolase	35.46	19	30	1	806961.5074	25	
Q9VHQ0	Large ribosomal subunit protein mL66	12.26	2	3	2	3483.7075	1	
Q9VHR5	Veneno	3.27	2	2	2	995.5013	1	
Q9VHT3	CG9617 protein	23.6	5	7	5	155156.3335	7	
Q9VHT5	Large ribosomal subunit protein uL1m	13.56	5	6	5	52717.8534	6	
Q9VHX2	GH08043p	7.23	4	5	4	41248.1444	5	
Q9VHX4	LD24679p	68.09	21	107	21	9257126.30556	97	
Q9VI04	Beta-ureidopropionase	9.84	3	5	3	108706.79400000001	5	
Q9VI09	GH14494p	52.48	7	35	7	1353191.71015	33	
Q9VI21	Dementin, isoform D	3.92	3	3	0	21339.3183	3	
Q9VI24	LD25151p	3.61	1	1	1	6857.0215	1	
Q9VI53	LD44267p	9.24	4	6	4	155562.913	6	
Q9VI57	Dephospho-CoA kinase domain-containing protein	3.81	1	1	1	11163.626	1	
Q9VI64	LD30995p	48.16	14	49	14	2105531.7749	44	
Q9VI66	GH28833p	7.57	2	3	2	38836.295	3	
Q9VIB5	Carboxylic ester hydrolase	3.5	2	2	2	14349.2875	2	
Q9VIE7	GMP synthase (glutamine-hydrolyzing)	2.93	2	2	2	26575.2267	2	
Q9VIE8	Aconitate hydratase, mitochondrial	65.82	43	300	37	19467969.61825	272	
Q9VIF2	GM01519p	9.72	5	6	5	219549.04	6	
Q9VIG0	Malectin domain-containing protein	14.12	5	9	5	163337.5407	8	
Q9VIH1	CG9273 protein	16.26	4	5	4	44131.3668	5	
Q9VII5	GEO08323p1	20.75	4	7	4	94353.3049	6	
Q9VII9	Glyoxylate reductase/hydroxypyruvate reductase	6.44	2	2	0	132189.91	2	
Q9VIJ3	FI14214p	17.78	3	4	1	11029.198400000001	2	
Q9VIJ5	GEO05038p1	9.7	1	1	1	2729.7163	1	
Q9VIK0	Alpha-methylacyl-CoA racemase, isoform A	7.77	3	4	3	12564.836800000001	4	
Q9VIK6	Centrocortin, isoform A	11.77	10	11	10	112989.46377	11	
Q9VIL2	LD19544p	14.9	4	8	4	202031.49539999999	8	
Q9VIM0	Lysosomal Pro-X carboxypeptidase	11.58	6	9	6	236909.88095000002	9	
Q9VIN9	Small ribosomal subunit protein mS40	11.27	2	3	2	78782.688	3	
Q9VIQ5	RH02620p	40.64	8	10	8	202193.26385999998	8	
Q9VIQ6	FI17342p1	4.82	1	2	1	10656.4202	2	
Q9VIQ8	Cytochrome c oxidase subunit 4	51.65	12	56	12	2059440.2580900001	46	
Q9VIS4	tRNA-dihydrouridine(47) synthase [NAD(P)(+)]	6.79	4	4	4	16667.4705	4	
Q9VIU3	FI23988p1	4.24	2	2	2	1671.4523	1	
Q9VIV6	GH04973p	11.11	4	6	4	122774.3833	6	
Q9VIW6	small monomeric GTPase	8.59	2	2	2	33303.6486	2	
Q9VIW9	alkaline phosphatase	4.7	2	2	2	788.80286	1	
Q9VIX1	Galactose-specific C-type lectin, isoform A	24.19	3	7	3	234310.08130000002	7	
Q9VIX7	Fondue, isoform B	11.79	5	13	1	350319.67222999997	11	
Q9VJ19	Large ribosomal subunit protein eL30	59.46	5	24	5	678909.7077	24	
Q9VJ22	GH09876p	8.0	2	2	2	8476.352	1	
Q9VJ25	Membrane magnesium transporter	16.51	2	4	2	96163.484	4	
Q9VJ28	L-2-hydroxyglutarate dehydrogenase, mitochondrial	15.82	7	11	7	446526.278	10	
Q9VJ30	non-specific serine/threonine protein kinase	4.1	5	8	0	105428.2721	7	
Q9VJ43	Sterol carrier protein 2	37.5	16	45	7	1113210.687	37	
Q9VJ58	Fas-associated factor 2, isoform A	16.81	8	9	8	197683.387	8	
Q9VJ59	PRA1 family protein	8.7	2	3	2	78144.0816	3	
Q9VJ60	GM16226p	10.28	3	5	3	116718.3438	5	
Q9VJ61	SD03870p	1.64	1	1	1	19992.191	1	
Q9VJ68	Hydroxylysine kinase	17.03	7	10	7	213606.2374	10	
Q9VJ80	LD42267p	7.96	10	11	10	70840.03844	8	
Q9VJ86	Leucine-rich PPR motif-containing protein, mitochondrial	8.36	11	14	10	66086.29086000001	10	
Q9VJA9	GH07373p	4.86	3	3	0	28279.468	3	
Q9VJC0	GEO08203p1	37.96	5	6	5	89802.4155	5	
Q9VJD0	Mitochondrial inner membrane protease ATP23	18.37	5	6	5	76392.976	6	
