Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 129N, Sample, n/a, Earth_M1	Abundances Count: F5: 129N, Sample, n/a, Earth_M1	Modifications
A0A0B4JD18	Related to the N terminus of tre oncogene, isoform E	7.48	4	6	0	15468.67152	5	
A0A0B4JD47	Missing-in-metastasis, isoform E	4.61	4	4	0	436.97046	1	
A0A0B4JD57	Zipper, isoform F	9.7	20	33	0	3836.969	1	
A0A0B4JD97	Transforming acidic coiled-coil protein, isoform K	12.56	17	31	0	116092.42995	22	
A0A0B4K615	Smallish, isoform O	8.18	11	16	0	45801.4354	9	
A0A0B4K618	Fragile X messenger ribonucleoprotein 1, isoform G	8.5	6	10	0	15669.297180000001	8	
A0A0B4K620	Oxidation resistance protein 1	13.76	18	38	0	198414.11759	34	
A0A0B4K661	Tropomyosin 1, isoform Q	75.2	34	259	0	4062227.61828	149	
A0A0B4K663	Non-specific lethal 1, isoform N	4.02	5	8	0	16661.04016	5	
A0A0B4K6C8	Uncharacterized protein, isoform G	5.14	6	7	0	18231.520800000002	3	
A0A0B4K6I1	Scribble, isoform N	9.51	23	39	0	186200.52886	34	
A0A0B4K6K8	Musashi, isoform D	12.73	5	9	0	37817.74045	7	
A0A0B4K6P4	Hephaestus, isoform W	2.88	3	5	0	13664.22816	5	
A0A0B4K6Z2	Dystrobrevin	11.84	8	16	0	45233.21258	11	
A0A0B4K709	Uncharacterized protein, isoform E	2.78	2	3	0	647.94556	1	
A0A0B4K716	Diacylglycerol kinase	5.54	9	14	0	45200.08464	13	
A0A0B4K765	Paired amphipathic helix protein Sin3a	1.98	4	4	0	4102.664	1	
A0A0B4K774	Abelson interacting protein, isoform D	15.72	8	16	0	66943.22847	11	
A0A0B4K775	Golgin 97, isoform B	5.14	3	4	0	3436.4605	3	
A0A0B4K7A5	Hu li tai shao, isoform Q	53.59	36	151	0	3398979.44219	128	
A0A0B4K7B0	Smooth, isoform O	19.03	8	23	0	102891.71489999999	20	
A0A0B4K7C1	Aspartyl beta-hydroxylase, isoform H	3.86	4	6	0	23451.652500000004	4	
A0A0B4K7D8	Uncharacterized protein, isoform B	4.31	2	3	0	12333.99035	3	
A0A0B4K7E3	Phosphatidylinositol 4-phosphate 5-kinase 59B, isoform F	7.72	4	7	0	10165.978299999999	2	
A0A0B4K7H0	Tetratricopeptide repeat domain 7, isoform B	3.29	3	3	0	2914.9512	1	
A0A0B4K7H3	Eucalyptus, isoform B	81.25	8	43	2	2263562.17876	39	
A0A0B4K7H7	Down syndrome cell adhesion molecule 1, isoform BY (Fragment)	2.62	5	6	0	27110.035	5	
A0A0B4K7U0	Myosin-7a binding protein, isoform M	8.12	19	54	0	590611.64316	46	
A0A0B4K7V8	Bruchpilot, isoform K	51.55	104	349	1	7264.993570000001	6	
A0A0B4K7X5	glycogenin glucosyltransferase	13.58	7	31	0	120319.70716	25	
A0A0B4K885	Kenny, isoform B	17.48	7	9	2	25924.8548	7	
A0A0B4K891	Poly(A) binding protein interacting protein 1, isoform E	16.15	8	14	0	17973.39798	8	
A0A0B4KED6	Defective proboscis extension response 12, isoform D	8.72	3	4	0	13182.71804	3	
A0A0B4KEE1	Aldehyde dehydrogenase	23.34	11	18	0	96754.74790999999	16	
A0A0B4KEE5	Myosin-7a binding protein, isoform Q	12.46	23	62	0	159394.54275000002	9	
A0A0B4KEH7	CAP, isoform Y	12.79	32	56	0	174351.51266	44	
A0A0B4KEI5	Serrate RNA effector molecule homolog	8.34	9	11	1	12384.37274	7	
A0A0B4KEJ7	Coronin	17.01	9	17	0	57250.50497	12	
A0A0B4KEP1	Reduction in Cnn dots 1, isoform D	4.5	5	7	0	11768.3375	5	
A0A0B4KEP4	Myocyte enhancer factor 2, isoform G	2.35	1	1	0	1685.2821	1	
A0A0B4KER0	Relative of woc, isoform C	3.23	3	3	0	3095.36044	3	
A0A0B4KEW6	Amphiphysin, isoform B	47.41	25	90	1	20117.74	1	
A0A0B4KEX6	Jitterbug, isoform M	8.52	25	39	0	78634.96896	28	
A0A0B4KF06	Valine--tRNA ligase	1.52	2	2	0	627.87915	1	
A0A0B4KF22	Juvenile hormone binding protein 2, isoform E	10.63	3	4	0	6301.72947	2	
A0A0B4KF34	Uncharacterized protein, isoform D	5.75	5	8	0	9913.6326	3	
A0A0B4KF46	E1 ubiquitin-activating enzyme	8.93	10	20	0	97405.93436	13	
A0A0B4KF84	Stretchin-Mlck, isoform S	1.17	10	13	0	28517.65197	10	
A0A0B4KFA3	Uncharacterized protein, isoform F	3.66	5	6	0	3894.62894	3	
A0A0B4KFA6	alpha-glucosidase	31.75	16	39	0	786357.80605	37	
A0A0B4KFD1	LDL receptor protein 1, isoform F	1.22	6	8	0	23532.26845	4	
A0A0B4KFE2	Like-AP180, isoform I	25.26	20	101	0	2148297.08219	77	
A0A0B4KFE4	long-chain-fatty-acid--CoA ligase	12.91	10	15	0	27250.285150000003	10	
A0A0B4KFE5	methenyltetrahydrofolate cyclohydrolase	22.44	9	22	1	141698.2258	18	
A0A0B4KFF6	DNAation factor-related protein 2, isoform D	13.88	7	20	0	364015.3268	14	
A0A0B4KFK4	Uncharacterized protein, isoform E	9.98	5	10	0	58385.5108	9	
A0A0B4KFQ3	DNAation factor-related protein 1, isoform B	15.03	4	7	0	8448.47585	4	
A0A0B4KFT3	Protein kinase C	11.94	9	12	0	42187.96931	9	
A0A0B4KFT9	Quaking related 54B, isoform E	8.1	5	12	0	36116.38028	10	
A0A0B4KFX8	Flapper, isoform C	3.46	3	5	0	9591.70203	4	
A0A0B4KFZ2	Uncharacterized protein, isoform G	4.13	4	5	0	5947.49636	4	
A0A0B4KFZ4	Transmembrane 4 superfamily, isoform C	3.42	1	2	0	2973.627	1	
A0A0B4KG94	Uncharacterized protein, isoform B	7.71	4	8	0	53169.759999999995	7	
A0A0B4KGE5	Bonus, isoform C	8.86	10	13	0	24373.031	7	
A0A0B4KGF0	Protein kinase D, isoform H	18.87	3	3	0	9599.114	3	
A0A0B4KGF5	Uncharacterized protein, isoform C	9.33	5	7	0	37207.953199999996	7	
A0A0B4KGF7	beta-mannosidase	2.65	3	4	0	391.70444	1	
A0A0B4KGG9	C-terminal binding protein, isoform F	28.98	10	22	0	137054.85160999998	18	
A0A0B4KGI5	Carboxylic ester hydrolase	13.05	8	25	0	656515.2008	21	
A0A0B4KGK8	Syncrip, isoform R	29.0	15	48	0	330920.43448	43	
A0A0B4KGQ4	Easter, isoform B	12.26	3	3	1	20742.038	3	
A0A0B4KGS4	non-specific serine/threonine protein kinase	4.46	2	3	0	1591.4119	1	
A0A0B4KGU9	Extended synaptotagmin-like protein 2, isoform D	11.23	10	21	1	89801.23275	11	
A0A0B4KGW3	Uncharacterized protein, isoform B	1.68	1	1	0	455.4249	1	
A0A0B4KH03	Tetraspanin	20.77	6	13	1	24137.24181	10	
A0A0B4KH14	Ras modification protein ERF4	10.98	2	3	0	7154.8176	2	
A0A0B4KH34	Annexin	67.9	22	147	2	4736799.59475	120	
A0A0B4KH38	Low-density lipoprotein receptor-related protein 8	1.97	2	2	0	8293.680400000001	2	
A0A0B4KH68	Lysosomal enzyme receptor protein, isoform E	3.05	3	4	0	8159.91035	4	
A0A0B4KH84	Cuticular protein 97Ea, isoform B	29.75	10	25	0	140828.89668	20	
A0A0B4KHB9	Serine/threonine protein phosphatase 2A regulatory subunit	17.18	14	30	0	78518.58254	19	
A0A0B4KHE1	Uncharacterized protein, isoform B	10.93	4	7	0	47854.34173	5	
A0A0B4KHF0	Ferritin	77.97	20	130	1	4813195.51887	97	
A0A0B4KHJ9	Tropomyosin 2, isoform E	79.23	37	254	5	8866699.22058	189	
A0A0B4KHL4	non-specific serine/threonine protein kinase	11.92	7	10	1	110494.3078	7	
A0A0B4KHN1	Cheerio, isoform O	26.89	63	126	1	5462.3223	1	
A0A0B4KHN3	Scribble, isoform S	10.17	18	29	2	15877.457629999999	6	
A0A0B4KHP4	Couch potato, isoform P	4.28	3	13	0	78127.11538	12	
A0A0B4KHS1	Crumbs, isoform D	6.08	12	31	0	108877.58999	19	
A0A0B4KHT5	Syncrip, isoform J	20.89	15	48	0	96691.8853	3	
A0A0B4KHT8	Julius seizure, isoform E	5.14	3	7	0	12666.2108	5	
A0A0B4KHV1	Ecdysone-induced protein 93F, isoform C	6.14	4	4	0	32756.6447	2	
A0A0B4KHW3	Aralar1, isoform F	6.48	5	8	1	17058.281000000003	6	
A0A0B4KHW7	Uncharacterized protein, isoform P	2.81	1	1	0	764.4848	1	
A0A0B4KHZ0	Without children, isoform E	1.76	3	3	0	933.1131	1	
A0A0B4KHZ1	Lipid storage droplet-1, isoform D	49.63	17	58	1	596907.96372	42	
A0A0B4KI23	Uncharacterized protein	28.46	5	32	5	842596.99865	28	
A0A0B4KI57	Glucosamine 6-phosphate N-acetyltransferase	3.95	1	1	0	8405.995	1	
A0A0B4LEH1	Sticks and stones, isoform C	2.01	4	4	0	1761.6719	1	
A0A0B4LEW1	Bloated, isoform E	2.31	3	4	0	6281.3673	2	
A0A0B4LEY1	Protein transport protein Sec31A	1.91	3	3	0	3861.5735000000004	2	
A0A0B4LF49	Menage a trois, isoform D	21.79	12	30	0	263855.39071999997	24	
A0A0B4LF88	Tripeptidyl-peptidase 2	20.51	30	47	0	235568.8855	38	
A0A0B4LF95	glutaminase	7.29	4	9	0	30428.525100000003	7	
A0A0B4LFA6	Proteasomal ubiquitin receptor ADRM1 homolog	51.65	15	39	2	473875.29595	32	
A0A0B4LFB8	Dynamin-like GTPase OPA1, mitochondrial	15.27	15	21	0	101163.68827	16	
A0A0B4LFE1	Uncharacterized protein, isoform B	18.1	4	9	0	37744.59048	8	
A0A0B4LFH2	Caspar, isoform C	5.51	4	6	0	11759.78942	5	
A0A0B4LFR4	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	3.16	2	2	0	2030.45244	2	
A0A0B4LFU6	Beta-glucuronidase	1.77	1	2	0	2022.20172	2	
A0A0B4LFW3	Odorant-binding protein 56e, isoform B	35.11	5	21	0	65510.4001	14	
A0A0B4LG88	Quaking related 58E-1, isoform D	18.21	7	9	0	23024.36458	8	
A0A0B4LG95	Lethal (2) k09913, isoform F	4.9	2	4	0	20991.2022	3	
A0A0B4LGB0	Gp150, isoform E	10.44	13	14	0	27354.52868	8	
A0A0B4LGB7	Calcium-transporting ATPase	25.63	24	67	0	659404.01711	56	
A0A0B4LGD3	Kazachoc, isoform G	6.31	8	15	0	98825.48120000001	13	
A0A0B4LGH8	Oxysterol-binding protein	5.91	3	5	0	5662.8835	4	
A0A0B4LGI1	Guanine nucleotide-binding protein G(s) subunit alpha	48.43	15	42	1	291354.22414	28	
A0A0B4LGM0	Prominin, isoform E	7.16	8	10	0	30516.48865	7	
A0A0B4LGQ1	Superoxide dismutase	38.25	9	60	0	1551421.06023	50	
A0A0B4LGT9	Uncharacterized protein, isoform B	2.65	1	2	0	7039.026	1	
A0A0B4LGV6	Insulator binding factor 1, isoform B	17.72	4	8	0	30804.05374	7	
A0A0B4LGY1	Uncoordinated 115a, isoform G	24.76	21	59	0	387537.57685	48	
A0A0B4LH71	Synapse-associated protein 47kD, isoform K	62.82	20	141	0	5433.575599999999	2	
A0A0B4LHC9	Thioredoxin-related transmembrane protein 1	6.06	2	5	0	6648.2606	5	
A0A0B4LHH8	Argus, isoform C	2.62	3	4	0	23949.489700000002	3	
A0A0B4LHL1	Uncharacterized protein, isoform C	1.96	1	2	0	836.7033100000001	2	
A0A0B4LHR8	Uncharacterized protein, isoform G	9.01	8	13	0	63069.61155	12	
A0A0B4LHS0	Lnk, isoform E	3.26	2	2	0	2326.2798	1	
A0A0B4LI09	Uncharacterized protein, isoform C	6.2	3	5	0	9606.91055	5	
A0A0B4LIA3	non-specific serine/threonine protein kinase	7.92	3	4	1	6869.134099999999	2	
A0A0B4LIC4	Uncharacterized protein, isoform C	3.41	3	3	0	2398.4062	2	
A0A0B4LID7	Caseinolytic protease chaperone subunit, isoform C	23.71	14	27	0	87042.9515	23	
A0A0B4LIE8	Mitochondrial coenzyme A transporter SLC25A42	2.2	1	1	0	7416.9214	1	
A0A0C4DH96	Sidestep V, isoform B	2.73	4	4	0	2314.6819	2	
A0A0C4DHA8	Nuclear protein MDM1	30.66	23	55	1	229393.85124	44	
A0A0C4DHF6	Dystroglycan 1	2.54	3	5	0	5515.29284	4	
A0A0C4DHN4	Defective proboscis extension response 21	9.22	3	5	2	27077.5345	5	
A0A0C4FEI8	Granny smith, isoform F	7.79	5	12	0	62032.473900000005	10	
A0A0S0WGZ0	Still life, isoform Q	0.86	2	2	0	1923.18113	2	
A0A0U1RVK6	Fructose-1,6-bisphosphatase isozyme 2	25.36	7	16	0	98081.42348	11	
A0A126GUQ4	Carnitine O-Acetyl-Transferase, isoform E	7.84	5	9	0	4598.43526	4	
A0A126GUR6	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial	63.94	25	140	0	8181368.4166	114	
A0A126GV06	Uncharacterized protein, isoform B	20.95	7	15	0	55246.0668	14	
A0A126GV33	Uncharacterized protein, isoform F	9.17	3	4	0	55137.570999999996	4	
A0A1W5PXH3	Uncharacterized protein, isoform E	1.46	2	3	0	5775.3198	3	
A0A1Z1CH25	AT27361p	7.62	4	4	3	3476.9437000000003	2	
A0A4D6K1L3	8 kDa dynein light chain	19.85	4	13	0	188592.13915	10	
A0A4D6K4X9	Axundead, isoform F	2.92	2	3	0	1125.89166	2	
A0A4D6K595	Synapse-associated protein 47kD, isoform M	45.92	25	155	0	4710581.15739	132	
A0A4D6K5M0	Golgi microtubule-associated protein, isoform D	11.71	16	23	0	22567.6049	14	
A0A4P1SA55	alpha-glucosidase	13.72	9	13	0	40937.95975	13	
A0A4P1SAA7	IP07559p	11.17	2	3	0	20123.8457	3	
A0A4P7V9T9	polynucleotide adenylyltransferase	5.82	4	6	0	1922.4016299999998	3	
A0A6F7UQK0	Cytoplasmic linker protein 190, isoform W	22.45	39	90	0	225354.31986	45	
A0A6H2EDG9	Uncharacterized protein, isoform G	12.75	10	15	0	47091.25297	9	
A0A6H2EEJ8	Uncharacterized protein, isoform C	3.44	3	3	0	442.62558	1	
A0A6H2EEL7	Uncharacterized protein, isoform A	8.46	3	3	3	11995.3902	2	
A0A6H2EEU5	Nuak family kinase, isoform J	2.71	5	5	1	2691.0354	1	
A0A6H2EG25	Terribly reduced optic lobes, isoform BC	32.93	106	406	0	4321093.9401899995	303	
A0A6H2EG45	Uncharacterized protein, isoform D	5.13	2	3	0	2190.076	1	
A0A6H2EG56	Tropomyosin 1, isoform T	75.89	29	269	2	852601.26114	23	
A0A6H2EGA2	Mitochondrial nucleoid factor 1	25.0	3	6	3	9973.4141	3	
A0A6H2EIE0	Amino acid transporter	7.93	4	6	0	2892.5374	1	
A0A6M3Q7Q7	Hu li tai shao, isoform T	58.96	36	151	1	11778.475	1	
A0A6M3Q951	CAP, isoform AA	20.98	18	36	0	6749.3983	3	
A0ACA5YM07	Uncharacterized protein, isoform I	2.41	2	2	0	1256.3577	2	
A0ACD4DAN3	Uncharacterized protein, isoform Y	10.17	7	9	0	18244.54086	6	
A0ACD4DAP6	Bruchpilot, isoform N	41.24	109	369	0	3731905.7920399997	296	
A0ACD4DAQ1	P-element somatic inhibitor, isoform E	21.58	19	48	0	437353.0934	40	
A0ACD4DAT6	Glorund, isoform D	24.06	13	40	0	787902.48374	34	
A0ACD4DAU9	Found in neurons, isoform K	24.8	9	36	0	184002.47814	21	
A0ACD4DAV1	Lethal (1) G0289, isoform D	12.26	8	20	1	160826.37191	15	
A0AQH0	Proteasome subunit beta	29.02	5	13	5	68055.7258	7	
A1Z6F6	FI18602p1	9.08	8	14	0	108517.78383	12	
A1Z6G9	FI18173p1	9.04	3	5	3	10958.3685	5	
A1Z6H4	RE52822p	6.86	4	9	0	24899.586850000003	6	
A1Z6L9	Heat shock protein 75 kDa, mitochondrial	15.34	10	18	9	13206.87115	10	
A1Z6N5	FAD-dependent oxidoreductase domain-containing protein 1	1.82	1	1	1	3445.0056	1	
A1Z6P3	Eb1, isoform F	45.45	13	44	3	75482.58078	11	
A1Z6Q0	Klaroid, isoform D	25.84	9	24	0	157714.29647	18	
A1Z6R7	FI21445p1	33.57	9	21	9	58409.15938	16	
A1Z6V5	FI01422p	37.15	14	45	14	540519.86641	36	
A1Z6X6	Lactoylglutathione lyase	31.82	5	10	5	228478.8635	9	
A1Z729	NADP-retinol dehydrogenase	10.0	4	11	2	25091.56985	9	
A1Z759	Uncharacterized protein, isoform A	10.92	6	7	0	25003.8318	6	
A1Z765	Uncharacterized protein, isoform A	8.91	2	3	0	1302.1173	2	
A1Z784	Acetyl-CoA carboxylase, isoform A	3.34	8	10	0	6660.79097	8	
A1Z7B8	GEO08456p1	12.66	2	6	2	33840.8281	5	
A1Z7G2	MIP13653p	13.39	2	8	2	222794.7255	6	
A1Z7H7	Phenoloxidase-activating factor 2	13.74	8	22	8	114361.91455	18	
A1Z7H8	Phenoloxidase-activating factor 2	6.97	4	6	4	15890.25614	4	
A1Z7K6	FI20236p1	5.61	3	7	3	28007.411	7	
A1Z7K8	AaRS-interacting multifunctional protein 1	27.24	8	17	8	73405.3659	15	
A1Z7P1	Phosphoglucomutase 2a	4.49	3	4	3	2499.0165	2	
A1Z7Q8	5'-AMP-activated protein kinase subunit beta-1	16.72	7	15	2	42907.77495	8	
A1Z7S3	Rab32, isoform B	26.53	18	67	9	407033.54602	50	
A1Z7V9	FI20020p1	2.74	2	4	1	7735.24495	4	
A1Z7X7	Glutathione S transferase T2	4.39	1	1	1	16581.371	1	
A1Z7X8	FI02944p	15.34	6	12	6	99186.21844	10	
A1Z803	FI02892p	31.76	12	29	12	213854.2225	22	
A1Z843	Nodal modulator 3	9.17	12	20	12	80993.05155999999	18	
A1Z847	Uncharacterized protein, isoform B	21.97	15	35	3	655590.44087	30	
A1Z871	CAP, isoform B	10.27	19	36	0	63562.8634	5	
A1Z893	1-Cys peroxiredoxin	56.36	11	68	1	1864669.78583	53	
A1Z8D3	(S)-2-hydroxy-acid oxidase	10.66	4	5	4	12204.4802	4	
A1Z8G7	FI09243p	16.53	2	4	2	3000.16718	2	
A1Z8H1	Cuticular protein 47Ea	73.33	7	69	7	3548138.34669	60	
A1Z8H6	Cuticular protein 47Ee	20.87	4	5	4	45327.3479	4	
A1Z8I8	Uncharacterized protein, isoform E	9.29	1	2	1	3539.2689	2	
A1Z8J3	No mechanoreceptor potential A, isoform C	3.16	5	5	0	2433.4995	2	
A1Z8Y3	Cuticular protein 49Ab	8.88	2	4	2	31513.34186	3	
A1Z8Z3	Cuticular protein 49Ag	37.31	3	10	3	496153.10384999996	9	
A1Z8Z7	Cuticular protein 49Ah	24.21	6	14	6	501778.41124	13	
A1Z933	GEO02273p1	22.09	2	3	2	10476.0744	3	
A1Z934	SD19268p	36.45	11	34	11	224035.94036	27	
A1Z935	Proton-coupled zinc antiporter SLC30A9, mitochondrial	1.21	1	1	0	8092.444	1	
A1Z968	Eukaryotic translation initiation factor 4 gamma 2	18.15	26	42	12	93041.37108	23	
A1Z992	1,4-alpha-glucan branching enzyme	5.4	4	8	4	26635.01828	7	
A1Z9B5	IP16508p	15.06	3	7	3	60078.60769999999	7	
A1Z9E3	Elongation factor Tu	57.26	23	57	23	2348680.91354	53	
A1Z9I0	Cathepsin propeptide inhibitor domain-containing protein	25.74	13	24	13	269235.31814	21	
A1Z9J3	Short stop, isoform H	5.25	48	57	6	78819.93025	32	
A1Z9M2	Receptor expression-enhancing protein	13.48	4	10	1	131258.03974	9	
A1Z9M5	SAXO downstream of blistered	4.71	10	17	10	26138.33456	7	
A1Z9U2	Jet fuel, isoform A	4.46	2	3	2	304836.53099999996	3	
A1Z9X4	Hibris, isoform B	2.67	4	5	0	12584.68402	5	
A1ZA22	Translation initiation factor eIF2B subunit gamma	4.18	2	2	2	4405.0037	2	
A1ZA23	FI18007p1	26.91	10	31	10	183419.02130999998	28	
A1ZA73	Stretchin-Mlck, isoform R	3.65	8	12	3	5248.83605	2	
A1ZA83	ER membrane protein complex subunit 7	10.2	2	8	2	47937.64891999999	6	
A1ZAA9	Uncharacterized protein, isoform B	21.18	5	12	5	102015.70939999999	12	
A1ZAC7	Coiled-coil domain-containing protein 93	1.85	1	4	1	13626.809799999999	3	
A1ZAH3	FI16515p1	3.28	2	4	0	1563.93032	3	
A1ZAK3	Protein DEK	5.4	3	5	0	10091.4922	3	
A1ZAL1	lysozyme	30.43	5	6	5	58951.0997	4	
A1ZAP8	Uncharacterized protein, isoform C	1.93	3	4	0	1291.47937	2	
A1ZAU4	RH39096p	50.95	16	45	0	2151194.66904	41	
A1ZB23	IP19117p	16.06	4	12	4	96591.2681	11	
A1ZB61	Bomanin bicipital 2, isoform A	6.49	1	3	1	2535.43734	2	
A1ZB68	FI01423p	33.18	8	25	8	279526.90729	18	
A1ZB69	Glutathione S transferase E4	45.05	9	39	9	473904.42962	27	
A1ZB70	Glutathione S transferase E5	18.02	4	5	4	7632.4614	1	
A1ZB71	Glutathione S transferase E6	22.07	5	17	5	136587.4133	11	
A1ZB73	Glutathione S transferase E8, isoform A	17.57	4	6	4	1240.5819000000001	2	
A1ZB79	Uncharacterized protein, isoform M	56.44	11	40	2	916349.1431	35	
A1ZBA5	FI07234p	7.22	2	3	2	22080.1579	3	
A1ZBB4	Uncharacterized protein, isoform B	4.8	5	5	0	13839.693	3	
A1ZBD8	Mucin-5AC	3.57	5	9	5	2078.4955	4	
A1ZBJ2	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial	31.9	15	32	15	181630.12683	25	
A1ZBK7	Crammer	58.23	4	13	4	191130.48557	11	
A1ZBL7	MAP/microtubule affinity-regulating kinase 3	15.81	16	30	0	445.30984	1	
A1ZBM2	Tubulin-binding cofactor B	26.64	8	20	8	157525.50885	13	
A1ZBQ3	Odorant-binding protein 56g, isoform A	46.56	7	22	0	232291.80654	20	
A1ZBU5	GNBP-like 3	27.63	3	9	3	98214.11954	9	
A1ZBU6	Uncharacterized protein	9.22	2	3	2	19805.4045	3	
A1ZBU8	Uncharacterized protein, isoform A	36.73	8	46	8	933526.42139	35	
A1ZBV5	BLOC-1-related complex subunit 7	20.0	2	5	2	1359.15397	2	
A1ZBW0	Heterogeneous nuclear ribonucleoprotein K, isoform C	32.27	16	51	0	227268.10155	40	
A1ZBY3	Defective proboscis extension response 1, isoform A	3.0	1	3	1	952.7651	1	
A2VEG3	IP16294p	3.06	3	5	0	9121.02194	4	
A4V0U4	Leukotriene A(4) hydrolase	7.67	5	9	0	34808.24963	8	
A4V2A4	Mushroom-body expressed, isoform G	37.33	14	43	0	362816.4041	39	
A4V2C3	calcium/calmodulin-dependent protein kinase	11.24	8	11	0	27305.06392	7	
A4V3J6	Heterogeneous nuclear ribonucleoprotein at 98DE, isoform F	26.04	9	27	0	228028.51393000002	21	
A4V4F2	Flotillin 2, isoform F	54.35	22	86	0	1295555.88804	68	
A4V4U5	Proline dehydrogenase	49.03	34	133	0	1203621.4909	114	
A8DRW0	Cuticular protein 49Aa	47.22	5	62	5	1266743.53442	47	
A8DY78	Protein-serine/threonine kinase	16.82	7	10	2	48262.592359999995	7	
A8DY95	Uncharacterized protein, isoform C	7.45	6	8	0	23651.43736	7	
A8DYC5	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1	46.58	4	12	1	954122.2863	12	
A8DYD1	Combgap, isoform L	13.26	10	20	0	80936.95706	14	
A8DYI6	Prohibitin	66.27	22	89	3	1596565.89462	67	
A8DYJ6	Sidestep VIII, isoform B	9.99	12	32	0	171452.29078	23	
A8DYK6	Rad, Gem/Kir family member 3, isoform C	14.48	7	17	2	34672.617119999995	14	
A8DYW2	Uncharacterized protein, isoform B	6.06	10	12	0	39758.55682	11	
A8DYZ9	Uncharacterized protein, isoform G	3.18	3	5	0	12062.50619	5	
A8DZ06	Stolid, isoform J	10.24	13	34	0	266931.55975	25	
A8DZ14	FI17828p1	20.1	9	32	3	213714.11003	22	
A8DZ20	Rho-type guanine nucleotide exchange factor, isoform D	7.19	8	10	0	59715.68785	8	
A8DZ27	Defective proboscis extension response 7, isoform F	5.13	2	2	0	4008.8738	1	
A8DZ29	Eukaryotic translation initiation factor 4G1, isoform B	10.21	21	42	0	107799.84846000001	32	
A8E6W0	IP19808p	25.25	5	9	5	37527.90636	8	
A8JNG6	Kazal-like domain-containing protein	27.82	3	4	3	13264.582170000001	4	
A8JNJ6	Karst, isoform E	1.54	8	8	0	3133.749	2	
A8JNJ8	Uncharacterized protein, isoform M	4.31	4	5	0	6354.6273	3	
A8JNM0	Target of wingless, isoform C	8.52	5	8	0	32728.0091	6	
A8JNP2	arginine kinase	72.53	37	429	2	556104.88066	14	
A8JNP7	Inhibitor-2, isoform B	26.13	5	9	0	32596.6369	4	
A8JNS4	Starvin, isoform E	11.81	7	10	0	16993.7402	7	
A8JNT1	Uncharacterized protein, isoform B	10.78	2	4	0	8093.6810000000005	4	
A8JNT7	Heat shock protein cognate 20	10.42	3	7	3	42632.2005	6	
A8JNX0	ADP-ribosylation factor GTPase activating protein 3, isoform H	9.22	5	11	0	31383.49758	9	
A8JQT5	Moesin/ezrin/radixin homolog 1	2.86	11	11	9	6508.718440000001	2	
A8JQV2	Nuclear protein MDM1	31.93	28	60	3	15835.391	5	
A8JQW3	Pinin, isoform B	20.2	7	10	0	44419.6488	8	
A8JR01	Kramer, isoform I	3.4	9	12	0	11495.83047	6	
A8JR25	Fasciclin 1, isoform D	43.66	30	147	2	50477.5082	6	
A8JR57	Uncharacterized protein, isoform D	12.12	7	15	0	51685.42904	14	
A8JR58	Hadley, isoform B	2.02	1	1	0	2248.091	1	
A8JRB8	Isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit gamma, isoform C	63.78	19	113	0	2345979.58706	88	
A8JRH3	FI20012p1	60.08	25	75	1	1812256.0242100002	61	
A8JTM7	Megalin, isoform A	4.53	24	37	24	96634.81655	24	
A8JUQ2	Dual specificity protein phosphatase	19.03	5	12	0	43945.1642	9	
A8JUU1	Secretory 16, isoform E	1.14	2	3	0	5315.98278	3	
A8JUZ6	MIP03678p	7.28	3	4	0	30498.5674	4	
A8JUZ7	Uncharacterized protein, isoform B	4.82	7	9	0	11889.43525	6	
A8JV09	Coronin	1.67	2	2	0	3165.0767	1	
A8JV25	Uncharacterized protein, isoform D	18.34	12	31	0	467574.03398	27	
A8WH76	GEO10024p1	51.85	4	15	4	368874.6341	13	
A8Y4V5	FI20903p1	8.21	2	3	2	3161.6420000000003	3	
A8Y527	Homeobox protein ceh-24	10.42	4	7	0	26939.77463	4	
A8Y535	Cytochrome b-c1 complex subunit 6	55.29	4	19	3	2837108.15657	17	
B6IDV6	PDGF- and VEGF-receptor related, isoform G	2.04	3	5	0	2839.1526	1	
B7YZH1	FI20143p1	6.47	4	6	0	6090.9182	4	
B7YZN0	Syndecan	17.81	10	24	0	52389.398369999995	18	
B7YZN4	GH02741p3	49.23	4	6	4	10719.677899999999	6	
B7YZN8	GH02741p1	22.37	2	5	2	26077.273400000002	5	
B7YZQ1	Sterile20-like kinase, isoform F	5.99	10	14	0	41039.1063	12	
B7YZQ7	Inorganic pyrophosphatase	71.03	16	70	0	3762845.58491	56	
B7YZV2	Phosphodiesterase	6.31	7	15	0	21145.03669	10	
B7YZX0	Hig-anchoring scaffold protein, isoform G	9.42	16	27	0	131364.53717999998	23	
B7Z001	Fatty acid synthase	21.46	50	93	0	424533.77944	70	
B7Z002	Kismet, isoform C	0.6	2	2	0	826.1026	1	
B7Z005	Drongo, isoform I	9.14	5	11	0	21577.2604	7	
B7Z010	Cappuccino, isoform E	3.83	4	4	0	1433.84915	2	
