Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 128C, Sample, n/a, Earth_F1	Abundances Count: F5: 128C, Sample, n/a, Earth_F1	Modifications
Q9VXK9	Centrosomal protein 164, isoform A	2.57	4	5	4	13934.2714	4	
Q9VXL4	Nuclear nucleic acid-binding protein C1D	10.69	2	2	2	5645.668	1	
Q9VXM4	LD12946p	61.29	13	44	13	1025008.39626	41	
Q9VXN1	LD03728p	9.22	3	5	3	7639.4167	2	
Q9VXN3	LD07988p	17.42	8	15	8	89560.28246	13	
Q9VXP3	GH05406p	12.21	7	8	7	15871.177360000001	6	
Q9VXQ0	Large ribosomal subunit protein uL3m	7.73	3	4	3	35929.1182	4	
Q9VXQ3	Diphosphomevalonate decarboxylase	7.47	3	4	3	9885.980220000001	3	
Q9VXQ5	Chaperonin containing TCP1 subunit 6	41.46	21	49	21	600846.85826	45	
Q9VXR9	FI03680p	10.91	4	5	4	21318.3626	5	
Q9VXV1	RH52220p	19.02	4	5	4	17905.4148	5	
Q9VXY3	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	21.0	10	26	10	163757.21540000002	22	
Q9VXZ0	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7	18.8	2	26	2	476997.97338000004	20	
Q9VXZ8	Luciferin 4-monooxygenase	18.93	10	20	10	138350.8745	18	
Q9VY05	GH11762p	12.2	8	19	8	119548.3603	14	
Q9VY16	Uncharacterized protein, isoform A	8.35	6	9	0	23129.4289	7	
Q9VY24	Uncharacterized protein, isoform B	17.19	7	15	7	140533.8199	14	
Q9VY33	Defective proboscis extension response 8, isoform A	9.59	4	7	3	16545.65874	5	
Q9VY41	Plasminogen receptor (KT)	35.06	3	6	3	61850.7803	6	
Q9VY42	Tyrosine aminotransferase	9.58	5	7	5	16552.169260000002	4	
Q9VY76	AMP deaminase	7.13	7	10	0	34971.8006	8	
Q9VY87	Cathepsin B, isoform A	20.59	5	11	5	138354.51487	7	
Q9VY91	Programmed cell death protein 4	8.25	6	10	6	217790.48256	10	
Q9VY92	GEO07753p1	73.91	8	47	8	1135982.64102	39	
Q9VYA1	RE18811p	8.56	3	6	2	21208.1106	6	
Q9VYB2	LD19061p	2.83	2	2	2	3387.8176000000003	2	
Q9VYD5	Branched-chain-amino-acid aminotransferase	2.26	1	1	1	1948.2954	1	
Q9VYF0	GM09012p	14.93	4	10	4	22868.54556	8	
Q9VYG8	CG15717-PA	15.08	4	6	4	33894.5992	4	
Q9VYJ1	FI12805p	7.33	5	6	5	21744.5061	5	
Q9VYK6	Tomosyn, isoform C	5.24	8	14	1	34003.95141	12	
Q9VYM0	CG2555-PA	14.21	3	6	1	6967.5360200000005	4	
Q9VYM7	Uncharacterized protein, isoform C	14.62	6	14	2	5295.2365	3	
Q9VYN1	protein kinase C	0.84	2	18	1	596252.3055199999	8	
Q9VYR4	Furrowed, isoform A	1.96	2	5	0	7503.632159999999	3	
Q9VYS2	GH09980p	7.06	6	7	6	46925.0914	6	
Q9VYT0	RE04130p	30.84	7	9	6	286499.3936	9	
Q9VYT1	BLOC-1-related complex subunit 5	8.6	3	8	3	12089.70122	6	
Q9VYT3	FI23714p1	3.57	5	7	5	12152.307559999997	4	
Q9VYT6	P24-related-1, isoform A	7.14	3	9	3	155903.38573	5	
Q9VYU9	RH17287p	45.02	7	14	7	126029.12304	14	
Q9VYV4	Amun, isoform A	4.91	3	5	3	15132.0261	4	
Q9VYV6	GEO09033p1	23.68	3	3	3	23701.523	3	
Q9VZ00	FI19420p1	19.19	18	25	0	81184.22048	15	
Q9VZ19	Antennal dehydrogenase	35.6	6	24	6	674784.80028	21	
Q9VZ20	Dynein light intermediate chain	28.4	16	40	4	237619.94068	32	
Q9VZ24	GEO11412p1	44.25	7	77	7	3903689.61915	67	
Q9VZ25	Uncharacterized protein, isoform A	6.96	1	1	1	525.4418	1	
Q9VZ34	RH72958p	2.64	2	5	2	10252.012700000001	4	
Q9VZ37	Uncharacterized protein, isoform A	7.81	1	1	1	4555.0615	1	
Q9VZ58	Purple acid phosphatase	15.78	8	16	7	139681.78538000002	15	
Q9VZ59	LP02042p	6.12	1	4	0	44316.3629	4	
Q9VZ66	SD22308p	35.37	5	12	5	62859.973399999995	9	
Q9VZ67	Uncharacterized protein	28.99	2	9	2	16128.96047	8	
Q9VZ71	RE01453p	9.04	2	3	2	5964.0253999999995	2	
Q9VZD9	Peroxisomal membrane protein 34, isoform A	11.46	3	7	3	17697.6377	5	
Q9VZE4	RE70333p	17.02	8	19	8	78098.08578	15	
Q9VZE9	V-type proton ATPase subunit	9.41	1	4	1	169684.749	4	
Q9VZF6	Sulfide:quinone oxidoreductase, mitochondrial	3.94	2	3	2	6291.7978	3	
Q9VZF9	Cuticular protein 64Ad	32.79	6	20	6	431343.77139999997	14	
Q9VZG0	Cuticular protein 64Ac	43.62	9	67	9	2589697.85817	52	
Q9VZG1	Cuticular protein 64Ab	42.5	4	17	4	200600.1257	14	
Q9VZG2	Cuticular protein 64Aa	76.04	10	55	10	1949692.38354	46	
Q9VZH5	CLIP domain-containing serine protease	11.35	8	9	1	14193.890319999999	7	
Q9VZI1	Transgelin	82.98	14	100	1	4123503.09409	78	
Q9VZI8	Fumarylacetoacetase	10.07	4	7	4	33079.4911	6	
Q9VZJ2	GH27759p	16.59	7	14	7	77815.19046	11	
Q9VZJ8	FGGY carbohydrate kinase domain-containing protein	6.57	4	8	4	14872.517	5	
Q9VZL1	Mitochondrial import receptor subunit TOM22 homolog	41.89	6	25	1	376750.01769999997	23	
Q9VZS1	protein-serine/threonine phosphatase	13.21	5	9	4	17021.5613	6	
Q9VZU7	Ubiquitin carboxyl-terminal hydrolase	10.76	10	21	10	119985.92659999999	17	
Q9VZV2	Chitinase 7	7.7	7	9	7	30247.66933	6	
Q9VZW1	Phospholipid scramblase	7.22	2	4	2	5560.531639999999	4	
Q9VZW7	Carnitine palmitoyltransferase 2	11.54	7	9	7	30518.12905	6	
Q9VZX6	LD06441p	7.98	3	4	3	29762.877000000004	3	
Q9VZY0	LD45195p	17.62	5	10	5	73977.37969999999	5	
Q9VZY9	Probable proline--tRNA ligase, mitochondrial	4.8	3	4	2	8757.9182	2	
Q9VZZ5	GEO12033p1	28.67	4	10	4	218026.9598	7	
Q9VZZ6	CG16985 protein	32.21	4	10	4	136459.08669999999	3	
Q9W022	GEO01508p1	64.08	8	33	8	1256764.98041	30	
Q9W073	RH22148p	9.41	2	2	2	9947.996	1	
Q9W077	Cuticular protein 62Bc, isoform A	32.78	4	17	4	879414.1424	16	
Q9W078	Cuticular protein 62Bb, isoform A	24.23	3	20	2	372023.22352	17	
Q9W086	Large ribosomal subunit protein mL46	20.54	6	11	6	38363.961670000004	7	
Q9W087	U6 snRNA-associated Sm-like protein LSm8	24.21	3	5	2	31742.7871	5	
Q9W095	glycerol kinase	2.78	2	2	2	6536.1080999999995	2	
Q9W0A8	FI01658p	18.77	5	15	5	203346.74469999998	15	
Q9W0B3	Vacuolar protein sorting-associated protein VTA1 homolog	29.11	10	34	10	412595.5147	26	
Q9W0C3	GH11843p	61.22	12	26	12	394511.78105	19	
Q9W0D3	GH15728p	1.78	3	4	3	6472.67173	2	
Q9W0D9	choline-phosphate cytidylyltransferase	6.82	3	10	2	24379.176600000003	3	
Q9W0H6	Acetyl-CoA acetyltransferase 2	29.08	9	25	9	101347.5302	13	
Q9W0H8	Reticulocalbin-3	24.32	9	18	4	374232.53975	17	
Q9W0H9	Rabaptin-5-associated exchange factor for Rab5	7.33	6	6	6	28503.9161	4	
Q9W0J9	GH07301p	41.93	10	20	9	359153.85302	17	
Q9W0K9	LD10220p	9.38	2	2	2	20246.54	1	
Q9W0L7	ubiquitinyl hydrolase 1	3.16	5	5	0	15474.921129999999	4	
Q9W0M4	Endoplasmic reticulum transmembrane protein	27.63	8	19	7	124425.97522	15	
Q9W0M5	Protein DPCD	8.56	2	4	2	6870.70304	4	
Q9W0N6	LD27967p	16.52	5	9	5	22394.05384	8	
Q9W0P4	GEO05053p1	15.45	2	4	2	13517.3738	4	
Q9W0Q2	Peptidyl-prolyl cis-trans isomerase	32.39	6	10	6	44411.36604	8	
Q9W0Q3	BLOC-1 related complex subunit 6, isoform A	3.64	1	1	1	10096.785	1	
Q9W0R0	Cell division cycle 5, isoform A	14.0	11	18	11	55969.15993	14	
Q9W0S6	Large ribosomal subunit protein bL17m	18.18	4	4	4	10243.0455	3	
Q9W0U0	glycerol kinase	2.23	1	1	0	9474.36	1	
Q9W0X0	Scavenger receptor class B member 1	12.89	8	13	0	105270.87962	13	
Q9W0X1	GH15894p	1.58	1	1	1	15197.605	1	
Q9W0X2	GEO07322p1	12.4	2	2	2	24680.1777	2	
Q9W0X3	LD24657p	8.75	3	9	1	48368.96474	8	
Q9W0Z5	LP09747p	10.07	6	23	6	53996.4088	17	
Q9W125	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	68.0	9	46	9	3373899.75705	44	
Q9W127	Isochorismatase domain-containing protein 1	25.96	5	8	5	208745.1766	6	
Q9W136	Uncharacterized protein	39.13	6	15	6	198954.47024	12	
Q9W140	Regulatory protein zeste	6.4	3	5	3	3591.4408299999996	3	
Q9W147	RNA polymerase II subunit A C-terminal domain phosphatase	9.89	6	8	6	5161.86391	4	
Q9W149	RING-type E3 ubiquitin transferase	2.19	2	2	2	600.65594	1	
Q9W158	LD36772p	7.49	3	11	3	53387.4798	9	
Q9W199	GEO07594p1	14.84	3	3	3	6928.393	2	
Q9W1B9	Large ribosomal subunit protein uL11	46.67	8	31	8	640172.11404	29	
Q9W1C8	LD24355p	16.3	6	14	6	23867.92888	10	
Q9W1E8	Adaptor protein complex AP-3 small chain sigma3	15.18	3	6	3	51295.7824	6	
Q9W1F2	FI07217p	5.93	2	4	2	15001.24	2	
Q9W1F7	IP15825p	25.14	10	36	10	782219.85462	32	
Q9W1F8	GEO08248p1	18.05	3	10	3	88880.6265	8	
Q9W1G7	LD21576p	24.05	7	13	7	258657.863	8	
Q9W1H5	Decapping protein 1, isoform A	12.37	4	8	4	48777.39336	7	
Q9W1H6	GH04238p	8.46	2	5	2	209113.96046	4	
Q9W1H8	acetyl-CoA C-acyltransferase	31.77	14	54	14	566896.84618	43	
Q9W1I8	LD03592p	30.28	8	21	8	91630.09853	15	
Q9W1L1	Large ribosomal subunit protein mL43	17.19	4	8	4	20578.48188	6	
Q9W1L8	GH11818p	5.92	2	3	2	10638.38568	3	
Q9W1M9	Exosome complex component RRP4	16.11	4	5	4	6157.7699	3	
Q9W1N3	Levy, isoform A	50.46	5	24	5	1079118.64242	24	
Q9W1N4	Serine-threonine kinase receptor-associated protein	2.74	1	1	1	5993.042	1	
Q9W1R0	RH49821p	6.07	3	5	3	10331.005799999999	5	
Q9W1R3	Golgin-245	14.24	21	27	21	119553.07007	22	
Q9W1V8	CG9893 protein	3.65	1	2	1	40263.394	2	
Q9W1W4	RE45066p	22.13	8	19	8	111188.91894999999	15	
Q9W1X5	GH04942p	13.03	18	41	3	256342.7846	31	
Q9W227	Peptidyl-prolyl cis-trans isomerase	64.39	13	56	13	1825852.3727199999	44	
Q9W229	40S ribosomal protein S24	37.4	5	11	5	623100.8903	8	
Q9W236	Vacuolar protein sorting 20, isoform A	8.02	3	7	3	23980.5513	6	
Q9W253	Small ribosomal subunit protein mS29	13.01	5	5	5	10218.0221	4	
Q9W254	Quaking related 58E-2, isoform A	30.53	10	30	9	145371.00953	24	
Q9W257	RH13652p	6.99	2	7	2	170740.5956	6	
Q9W258	Babos, isoform A	27.55	6	28	6	392077.12844	23	
Q9W259	FI23916p1	14.71	5	10	5	124697.79984	7	
Q9W260	GH03113p	15.4	9	26	9	103609.04613	22	
Q9W287	Cuticle protein 16.5-like	4.15	1	3	1	18862.0972	3	
Q9W289	Golgi matrix protein 130 kD	16.6	13	32	13	112666.36869	26	
Q9W299	Sugar phosphate phosphatase	4.13	2	3	2	9861.6613	2	
Q9W2E8	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	16.36	2	17	2	303804.4871	14	
Q9W2I2	Queuosine 5'-phosphate N-glycosylase/hydrolase	8.16	3	3	3	7392.64675	3	
Q9W2J4	UDP-glucuronosyltransferase	2.82	2	2	2	36281.958	2	
Q9W2J5	Uncharacterized protein, isoform A	17.66	7	16	0	50367.33665	10	
Q9W2K2	U6 snRNA-associated Sm-like protein LSm1	17.52	2	2	2	18114.412	1	
Q9W2L6	RH02475p	28.13	18	55	18	1116105.6364	45	
Q9W2M0	LD23155p	23.8	18	32	18	136450.5643	25	
Q9W2M4	Farnesoic acid O-methyl transferase domain-containing protein	44.93	12	62	12	4241513.60648	58	
Q9W2M9	FI16623p1	6.47	1	3	1	3961.12507	3	
Q9W2P5	U6 snRNA-associated Sm-like protein LSm6	39.24	4	9	4	38295.93592	5	
Q9W2S2	Autophagy-related 8a, isoform A	11.57	2	9	1	186780.2654	7	
Q9W2U8	Neb-cGP, isoform A	83.33	3	21	3	237221.647	11	
Q9W2V2	FI20035p1	3.86	3	3	3	30128.0205	2	
Q9W2X6	ATP synthase F(1) complex subunit delta, mitochondrial	77.07	11	164	11	11464224.28424	135	
Q9W2Y5	YLP motif-containing protein 1	1.06	2	3	1	996.7638900000001	2	
Q9W2Z7	Uncharacterized protein, isoform B	23.63	8	28	1	189582.91305	18	
Q9W306	GEO08256p1	14.05	2	4	2	42075.886999999995	3	
Q9W308	GH05731p	27.17	4	9	4	112754.31826	9	
Q9W309	GEO08445p1	29.63	7	11	7	239008.7997	9	
Q9W314	GH14088p	9.57	4	9	4	42185.388979999996	9	
Q9W329	Golgi-localized, gamma-adaptin ear containing, ARF binding protein	11.06	8	13	8	52653.83114	11	
Q9W330	Phosphotransferase	24.4	11	31	3	1053834.0878	29	
Q9W335	Translocon-associated protein subunit alpha	21.19	3	5	3	222416.632	5	
Q9W337	GH19985p	21.56	4	12	4	81072.40265	8	
Q9W350	C11.1, isoform A	2.12	3	3	3	5631.7466	3	
Q9W370	GEO12084p1	44.26	4	19	4	300375.258	15	
Q9W373	SET and MYND domain containing, arthropod-specific, member 9, isoform A	8.8	5	7	5	39952.698249999994	6	
Q9W374	Dihydropyrimidine dehydrogenase [NADP(+)]	8.15	9	12	9	26207.315160000002	9	
Q9W392	T-complex protein 1 subunit beta	41.12	18	46	18	611007.73893	38	
Q9W396	FI06908p	12.08	3	5	3	22754.3791	3	
Q9W3B3	Uroporphyrinogen-III synthase	13.0	4	6	4	41599.2874	6	
Q9W3C3	LD10016p	17.41	8	12	8	50369.30587	9	
Q9W3C4	beta-N-acetylhexosaminidase	4.34	3	6	3	23338.09563	5	
Q9W3F6	Bleomycin hydrolase	12.91	5	9	1	43024.049100000004	8	
Q9W3G8	pyridoxal 5'-phosphate synthase	16.43	4	7	4	51577.21206	7	
Q9W3H4	LD36273p	62.35	12	36	12	686362.3803	34	
Q9W3J1	G protein beta subunit 5	6.7	2	3	2	56374.6504	2	
Q9W3J6	FI06457p	12.29	4	4	4	3524.08025	2	
Q9W3K6	LD35927p	5.12	4	6	4	51825.74587	6	
Q9W3K9	Short-chain dehydrogenase/reductase 3	30.31	9	24	9	489222.84574	24	
Q9W3L4	GH20802p	12.56	6	12	6	39758.47487	9	
Q9W3M7	RNA helicase	9.1	8	19	8	47051.51465	11	
Q9W3M8	LD34211p	32.16	7	17	7	189075.62833	12	
Q9W3N1	RH59310p	7.17	2	3	2	6851.58923	3	
Q9W3N7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1	37.5	3	10	2	73731.2866	6	
Q9W3N9	Acetyl-CoA acetyltransferase 1, isoform A	37.56	13	35	13	482492.7169	28	
Q9W3Q0	FI07418p	18.35	4	11	3	9462.7608	2	
Q9W3R8	sn-1-specific diacylglycerol lipase ABHD11	7.14	3	5	3	82213.0185	5	
Q9W3T2	Coiled-coil domain-containing protein 25	18.66	5	11	5	50084.05957	9	
Q9W3T9	GM01152p	50.42	10	21	10	210720.36899000002	17	
Q9W3U9	CG14434-PA	36.9	6	15	0	52242.9957	12	
Q9W3V2	FI19713p1	4.82	4	5	4	21548.2104	4	
Q9W3V3	E3 ubiquitin-protein ligase ZNRF1	6.6	2	5	2	2538.7773	1	
Q9W3W4	5-demethoxyubiquinone hydroxylase, mitochondrial	9.59	2	6	2	41732.2474	6	
Q9W3X7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial	56.57	10	58	10	1875260.22381	52	
Q9W3X8	RH42690p	13.47	5	10	5	9335.8465	5	
Q9W3Y3	Calcyclin-binding protein	27.83	6	12	6	172499.8113	10	
Q9W3Z4	GH18625p	2.43	1	3	1	4114.893	1	
Q9W402	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13	59.74	11	56	11	2752835.85099	48	
Q9W403	LD24968p	11.05	6	14	6	22698.51659	11	
Q9W404	GH10714p	10.34	5	10	4	21697.72969	7	
Q9W411	Uncharacterized protein, isoform A	20.81	3	4	3	10755.1515	2	
Q9W414	Regulatory particle triple-A ATPase 4	47.86	16	41	11	506489.88358	35	
Q9W425	Rabconnectin-3A	0.7	3	3	3	13144.6947	3	
Q9W457	Serine hydroxymethyltransferase	33.71	20	77	0	1413198.58691	66	
Q9W461	LD23868p	10.93	5	10	5	36983.23946	9	
Q9W482	Lin-52, isoform A	19.11	3	3	3	10461.4246	3	
Q9W483	GH18971p	15.83	5	8	5	43761.9446	5	
Q9W486	LD13361p	5.65	3	4	1	11733.97173	4	
Q9W499	Large ribosomal subunit protein uL29	12.2	2	11	2	98243.5655	10	
Q9W4A0	GH11193p	24.87	5	10	5	70953.7926	9	
Q9W4A6	Otopetrin-like a, isoform A	3.6	4	4	1	14364.114569999998	3	
Q9W4C2	lysozyme	18.42	4	5	4	60688.734300000004	5	
Q9W4I3	Large ribosomal subunit protein uL30m	43.33	8	11	8	41539.4733	9	
Q9W4J7	Uncharacterized protein	11.79	3	5	3	21881.1229	4	
Q9W4K0	CHOp24, isoform A	36.06	7	24	7	436473.69064	19	
Q9W4M7	Twenty-four, isoform B	2.46	5	7	3	5857.837939999999	3	
Q9W4N8	LD30122p	72.86	14	57	1	3119533.8800999997	45	
Q9W4U2	RH09070p	31.33	6	19	6	94612.20957	15	
Q9W4W4	RING-type E3 ubiquitin transferase	6.71	4	5	4	12058.8047	4	
Q9W4W5	RE47284p	13.77	5	10	5	105664.0308	10	
Q9W4W8	Paraplegin, isoform A	15.26	14	34	14	124154.40078	27	
Q9W4Y1	aralkylamine N-acetyltransferase	25.88	6	13	6	61424.5269	11	
Q9W4Z1	EG:BACH48C10.5 protein	6.97	9	12	0	13674.28262	7	
Q9W4Z2	Large ribosomal subunit protein uL14m	19.25	4	7	4	7095.4079	4	
Q9W503	RH61816p	23.76	8	17	8	95813.612	14	
Q9W5B4	GH18858p	20.38	6	12	6	632535.2962	8	
Q9W5B5	Gamma-butyrobetaine dioxygenase	9.61	3	3	3	1203.06616	2	
Q9W5E2	EG:115C2.8 protein	5.64	2	3	2	1644.815	1	
Q9W5G7	EG:BACR37P7.8 protein	17.32	5	8	0	19865.318020000002	8	
Q9W5R5	Sarcolemmal membrane-associated protein	6.8	7	9	7	32615.0706	8	
Q9W5W7	GH19483p	6.06	4	6	4	26752.7327	6	
Q9W5W8	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	45.51	13	44	13	1010862.46494	42	
Q9W5X0	LD21953p	23.88	5	25	0	29367.794400000002	3	
Q9XTL2	Jak pathway signal transduction adaptor molecule	8.85	7	11	7	100158.341	9	
Q9XYW6	E3 ubiquitin-protein ligase CHIP	26.3	8	14	8	64435.39937	12	
Q9XYZ9	Glutathione S transferase E12, isoform A	80.27	12	52	12	2395614.80753	45	
Q9XZ19	Uncharacterized protein	5.14	2	3	2	20559.476	3	
Q9XZ61	Ubiquitin carboxyl-terminal hydrolase	30.25	9	22	9	166220.31829	19	
Q9Y0Y5	Coatomer subunit epsilon	27.78	8	17	8	210531.4794	17	
Q9Y112	BcDNA.GH10614	54.75	18	86	16	2545667.86693	74	
Q9Y114	UBX domain-containing protein 4	30.49	22	52	22	324249.22174	45	
Q9Y119	BcDNA.GH08860	18.54	16	35	16	238733.86964	30	
Q9Y125	BcDNA.GH08312	25.5	27	141	2	5223228.48292	121	
Q9Y128	Ceramide transfer protein	9.65	6	10	3	10994.62306	5	
Q9Y136	Neprilysin-like 21	7.92	6	11	3	29354.4467	6	
Q9Y143	BcDNA.GH05536	50.38	11	64	11	2654161.33445	57	
Q9Y156	BcDNA.GH02976	14.84	5	5	5	37953.8657	5	
Q9Y162	vesicle-fusing ATPase	26.02	15	42	15	495309.07805	38	
Q9Y164	BcDNA.GH02439	51.63	16	81	0	5291432.73886	73	
Q9Y171	BcDNA.GH02220	4.76	2	5	2	2904.8545	2	
R9PY51	Uncharacterized protein	34.95	5	42	5	4824858.4727	24	
X2J4C1	Synaptotagmin 1, isoform I	51.48	24	139	0	3815126.35257	116	
X2J516	Trifunctional purine biosynthetic protein adenosine-3	6.58	11	17	0	90520.9475	10	
X2J979	Synaptotagmin 1, isoform H	56.45	24	135	1	93769.34820000001	5	
X2JAT7	Fasciclin 3, isoform G	16.7	7	28	0	13301.05	1	
X2JAZ3	mitogen-activated protein kinase kinase	15.52	7	10	1	37997.85407	7	
X2JB48	ADP/ATP translocase	66.22	21	145	1	4936923.93977	116	
X2JCY4	Stoned B, isoform H	11.76	13	30	1	101537.90608	25	
X2JDJ5	Multiple edematous wings, isoform F	4.34	5	8	0	21867.62	6	
X2JDM7	Guanine nucleotide-binding protein subunit gamma	22.69	9	158	0	9890113.37057	111	
X2JEN5	Uncharacterized protein, isoform H	30.54	5	8	3	16244.896499999999	3	
X2JKC1	Lipid storage droplet-2, isoform E	35.52	10	28	0	7441.818800000001	2	
O76932	Serine/threonine-protein phosphatase 4 catalytic subunit	6.51	2	2	0	3209.79197	2	
P10674	Fasciclin-1	43.71	29	142	1	1803.8511	1	
Q08605	Transcription activator GAGA	6.37	3	3	0	9681.3663	2	
Q9V3H8	NTF2-related export protein	12.03	2	2	1	7980.8125	2	
Q9V7Y2	Sphingosine-1-phosphate lyase	4.77	3	3	3	8185.1983	2	
Q9VE09	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial	4.72	3	3	3	785.16205	1	
Q9VES1	ADP-ribosylation factor-like protein 6-interacting protein 1	4.06	1	1	0	5459.856	1	
Q9VK68	PITH domain-containing protein CG6153	7.11	2	4	0	5282.994299999999	3	
Q9VLL3	A-kinase anchor protein 200	22.18	13	38	1	2593.067	1	
Q9VPD2	Cytosolic Fe-S cluster assembly factor Nubp2 homolog	6.15	2	3	2	4435.39066	2	
Q9VVW5	Dual specificity protein phosphatase Mpk3	4.62	2	3	0	11653.5142	3	
Q9VWS2	Nucleoporin Nup35	6.65	3	4	3	18343.636	2	
Q9W568	Protein halfway	5.56	3	4	0	1994.97433	3	
Q9XZT1	Mediator of RNA polymerase II transcription subunit 18	9.68	2	2	1	2761.0125	1	
Q9Y0Y6	Nuclear receptor-binding protein homolog	3.3	2	4	0	7199.04766	2	
A0A0B4JD15	Guanine nucleotide-binding protein subunit alpha	11.08	3	5	0	691.312	1	
A0A0B4K7U4	Muscleblind, isoform H	2.42	2	4	0	27947.3944	3	
A0A0B4KEZ2	Nervy, isoform D	2.11	2	2	0	1604.2741999999998	2	
A0A0B4KFE3	Toutatis, isoform F	0.29	1	1	0	654.2319	1	
A0A0B4KFK9	Canoe, isoform F	1.69	3	5	0	6564.6188	3	
A0A0B4KGN2	MICOS complex subunit MIC60	45.84	36	139	1	361342.75	1	
A0A0B4LGY0	Uncoordinated 115a, isoform H	26.04	20	57	1	11773.964	1	
A0ACD4DAB9	Bruchpilot, isoform R	51.29	108	368	0	28011.475	3	
A1Z7M0	Space blanket	5.71	2	4	2	14689.421600000001	4	
A8JNQ4	RNA-binding Fox protein 1, isoform I	2.39	2	6	0	27901.6527	4	
B5RJS0	IP20241p	2.69	3	3	0	2221.292	1	
E1JJM0	FI20063p1	14.83	10	14	0	79249.6362	10	
E2QD26	Phosphopantothenoylcysteine synthetase, isoform C	5.9	2	3	1	2462.27757	3	
M9PEX2	Uncharacterized protein, isoform D	25.93	10	33	1	8509.76607	4	
M9PHI0	Hyperkinetic, isoform M	2.03	2	3	0	13737.170999999998	2	
Q0E8R1	FI07211p	29.47	10	55	0	5913.3506	2	
Q5U0V7	phosphoinositide 5-phosphatase	2.13	3	3	3	535.87134	1	
Q6NLA3	V-type proton ATPase subunit a	7.98	8	19	0	93827.64191	17	
Q7JWH6	RE61424p	6.99	2	3	2	7361.8774	1	
Q7JZJ3	Cuticular protein 56F	11.98	3	4	3	3341.2038700000003	3	
Q7K1Q7	Ribosome assembly factor mrt4	9.77	3	5	3	78127.3836	5	
Q7K1W4	Epoxide hydrolase	4.06	2	2	2	696.4057	1	
Q7KVW1	RE73736p	4.94	3	4	0	18681.25	4	
Q7PLV6	FI02158p	1.7	2	2	2	2177.7244	1	
Q8I062	GH23305p	80.95	19	194	1	16959.3632	2	
Q8I937	Ribosome biogenesis regulatory protein	5.16	2	3	2	5425.7126	2	
Q8IRB4	Tumor protein p53 inducible nuclear protein, isoform C	2.93	1	1	0	497.89734	1	
Q9I7N2	Nucleoporin NUP42	4.27	2	3	0	3739.7867	2	
Q9V3T2	Mitochondrial 2-oxodicarboxylate carrier	7.52	2	3	1	8429.2511	3	
Q9VCS2	Short-chain dehydrogenase/reductase 3	2.49	1	3	1	4505.11167	2	
Q9VG79	Xaa-Pro dipeptidase	4.89	3	3	3	483.8208	1	
Q9VHX1	LD44032p	1.41	1	1	1	858.16437	1	
Q9VKC1	IP16805p	2.72	1	1	1	7584.9272	1	
Q9VPY2	Phospholipase A2 activator protein, isoform A	3.43	3	4	3	3759.4616	2	
Q9VSE8	UDP-glucuronic acid decarboxylase 1	5.9	3	4	3	5677.0828	2	
Q9VTW6	U6 snRNA-associated Sm-like protein LSm2	14.74	2	3	2	11677.14834	2	
Q9VTY1	LD40136p	5.69	2	3	2	1531.92501	3	
Q9VVU6	Pre-mRNA-processing factor 6	2.15	2	2	2	2802.18283	2	
Q9VYI2	BRMS1 transcriptional repressor	6.18	2	2	2	2642.36744	2	
Q9W2N5	GH10162p	3.47	2	4	2	5564.0381099999995	4	
Q9W362	La-related protein 7	1.51	1	2	1	11930.041000000001	2	
Q9W525	LD08195p	3.8	2	4	1	3489.2684	2	
P0C919	Molybdopterin synthase sulfur carrier subunit	31.11	3	5	3	13672.347740000001	4	
Q24314	Vacuolar protein sorting-associated protein 18 homolog	2.69	3	3	3	1734.4905	1	
Q9VI58	Terminal uridylyltransferase Tailor	3.39	2	2	0	7655.2466	1	
Q9XYN7	Proteasome subunit beta type-3	4.88	1	2	1	12193.331	2	
A0A0B4JCU7	Matrix metalloproteinase 1, isoform E	5.17	3	3	0	1215.00955	2	
A0A0B4LHR2	Uncharacterized protein, isoform F	10.31	8	12	0	2764.96	1	
A0A6M3Q6Z1	Stambha A, isoform F	1.2	1	1	0	1689.4332	1	
A8E6R2	Alanine--glyoxylate aminotransferase 2, mitochondrial	1.54	1	1	0	4737.516	1	
B7YZX9	Uncharacterized protein, isoform B	11.92	2	7	0	57087.537899999996	6	
E1JJ83	Os-C, isoform B	7.19	1	4	0	2030.34643	3	
M9PCB7	Trailer hitch, isoform G	20.37	10	32	0	44505.76414	17	
M9PG97	Female sterile (2) ltoPP43, isoform C	2.97	1	2	0	6193.203750000001	2	
O46231	FI18705p1	66.21	20	67	1	14289.276600000001	2	
Q6IDE2	GH07226p	2.0	1	1	1	7875.365	1	
Q7JVH0	Splicing factor YJU2	2.7	2	2	2	828.6775	1	
