Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 128N, Sample, n/a, SF1g_M1	Abundances Count: F5: 128N, Sample, n/a, SF1g_M1	Modifications
Q9VAL7	Calnexin 99A, isoform A	32.07	20	84	1	1013115.24012	58	
Q9VAN7	Phosphoglycerate mutase	63.53	18	121	16	10147183.79366	100	
Q9VAQ4	Peptidase S1 domain-containing protein	12.85	5	10	5	42857.8058	9	
Q9VAS1	Neprilysin-like 19	3.58	3	5	3	4476.6810000000005	4	
Q9VAU6	LD27564p	2.62	2	2	2	8737.9427	2	
Q9VAV2	FI21480p1	16.09	13	25	13	104542.07571	23	
Q9VAY0	Neprilysin 7	5.58	4	4	4	5467.478840000001	4	
Q9VAY2	Heat shock protein 83	34.31	28	98	27	1279092.9129899999	74	
Q9VAY6	Pre-mRNA-splicing factor SPF27	7.19	2	2	2	27260.987	2	
Q9VAY9	GH07821p	4.83	2	2	2	29796.568359999997	2	
Q9VB05	ALG-2 interacting protein X	17.46	19	58	19	624649.12193	49	
Q9VB10	Hydroxysteroid dehydrogenase-like protein 2	48.54	18	54	18	1354764.8717	46	
Q9VB17	IP11341p	10.12	4	7	4	23834.8432	5	
Q9VB22	LD33695p	13.07	8	14	8	145372.93567	12	
Q9VB23	Serine/threonine protein phosphatase 2A regulatory subunit	14.5	9	31	1	94117.45644	18	
Q9VB64	Uridine diphosphate glucose pyrophosphatase NUDT14	41.98	7	10	7	206757.8283	9	
Q9VB66	CLIP domain-containing serine protease	7.35	3	3	2	547.3185	1	
Q9VB69	Malic enzyme	19.45	12	25	1	133319.14659	20	
Q9VB76	Carbonic anhydrase	5.79	2	4	2	35654.9548	4	
Q9VB77	IP09938p	4.06	1	2	1	3241.27923	2	
Q9VB78	Eater	12.38	3	7	3	5220.06774	2	
Q9VB79	IP09473p	14.19	5	15	5	51286.01924	12	
Q9VB81	Cuticular protein 97Eb	42.98	11	59	11	1068507.7486999999	56	
Q9VB86	LP07342p	7.34	1	1	1	8171.253	1	
Q9VB96	Uncharacterized protein, isoform A	24.33	11	26	2	394827.72241	25	
Q9VBC1	Uncharacterized protein, isoform A	39.78	4	8	4	17418.8296	7	
Q9VBC9	Beaten path VII	3.68	2	4	2	20434.0057	4	
Q9VBI2	UMP-CMP kinase	50.99	13	74	13	2285728.14982	52	
Q9VBI3	RH72336p	22.66	7	23	7	164613.51027	19	
Q9VBL3	GH01188p	8.54	5	6	5	6691.3825	5	
Q9VBN5	60S ribosomal protein L27	5.93	1	1	1	572.58466	1	
Q9VBP5	Jing interacting gene regulatory 1, isoform A	7.44	3	3	2	21527.613	3	
Q9VBP6	Succinate-semialdehyde dehydrogenase	76.03	33	149	33	5074934.83818	131	
Q9VBR3	Astrocytic leucine-rich repeat molecule	3.4	2	4	2	22118.952	3	
Q9VBS7	Uncharacterized protein, isoform B	30.82	11	20	11	457624.3311	19	
Q9VBT1	CHK kinase-like domain-containing protein	9.59	4	6	4	17352.60944	6	
Q9VBT2	IP11926p	4.57	2	2	2	2014.5277	1	
Q9VBU0	Uncharacterized protein, isoform A	8.15	4	5	3	8491.1315	3	
Q9VBU9	40S ribosomal protein S27	22.62	2	16	2	637035.4427	10	
Q9VBV4	Juvenile hormone binding protein 7	7.6	2	3	1	16631.1993	3	
Q9VBX3	Vig2, isoform B	9.03	3	4	0	25853.197699999997	3	
Q9VBY7	Protein lin-7 homolog	54.36	10	72	1	1412855.31795	58	
Q9VC05	Oxysterol-binding protein	3.19	3	5	3	25089.3208	4	
Q9VC06	LD37516p	12.05	9	12	9	48940.05656	11	
Q9VC10	Phosphatidylinositol glycan anchor biosynthesis class S	1.87	1	1	1	2466.0208	1	
Q9VC18	Bifunctional purine biosynthesis protein ATIC	21.53	13	33	13	182201.6094	22	
Q9VC30	RE05274p	13.98	3	7	3	8535.89409	5	
Q9VC31	Ras-related protein Rab-1	25.82	6	20	4	54722.01292	11	
Q9VC48	Methionine aminopeptidase	19.52	7	14	7	123814.26610000001	14	
Q9VC53	BolA-like protein DDB_G0274169	28.0	5	12	5	103837.97967	9	
Q9VC58	Syntaxin-18	6.08	3	3	3	999.56781	2	
Q9VC66	AT25567p	25.62	12	25	12	119767.94346000001	24	
Q9VC67	Juvenile hormone binding protein 12	11.51	3	6	3	15600.410500000002	5	
Q9VC87	RE57978p	7.51	3	5	3	12990.63868	4	
Q9VCB9	FI08802p	6.15	2	2	2	21164.219399999998	2	
Q9VCC9	LD23779p	2.55	3	5	3	2292.09653	2	
Q9VCD8	Structural maintenance of chromosomes protein	3.15	4	7	4	4512.6096	3	
Q9VCD9	Uncharacterized protein, isoform C	27.27	4	9	4	119790.45946	8	
Q9VCE0	Phosphatidylserine decarboxylase proenzyme, mitochondrial	6.94	3	7	3	11689.1585	7	
Q9VCF8	LD23561p	10.51	4	8	4	46115.30083	8	
Q9VCI4	LD32918p	5.33	4	7	4	1846.48422	4	
Q9VCI7	LD02979p	12.03	5	12	1	148135.96697	9	
Q9VCK6	LD34157p	14.88	7	11	7	48333.156240000004	8	
Q9VCR2	N-acyl-aliphatic-L-amino acid amidohydrolase	8.23	4	8	4	38012.44446	7	
Q9VCR4	FI17836p1	3.66	3	5	3	11413.81727	4	
Q9VCR9	RH48101p	20.22	8	34	8	301712.54245	30	
Q9VCT4	Klingon	5.69	3	4	3	6271.45551	4	
Q9VCU0	GEO02312p1	33.33	4	15	4	42703.59924	12	
Q9VCU6	Heterochromatin protein 1c	6.75	2	4	2	31802.003299999997	4	
Q9VCW2	Cardinal	11.33	9	12	9	18318.86228	8	
Q9VCW6	GCS light chain	37.54	12	34	12	256215.394	29	
Q9VCZ2	FI07970p	5.96	3	4	3	3178.58781	4	
Q9VD00	FI07666p	15.11	4	16	4	116290.3305	14	
Q9VD01	LP12095p	8.52	2	4	2	109367.823	4	
Q9VD02	GH14779p	37.99	5	19	5	264388.74353	16	
Q9VD13	GH02671p	17.26	8	11	1	54121.7073	7	
Q9VD14	GH07286p	11.88	8	21	8	206822.68633	20	
Q9VD29	small monomeric GTPase	48.19	9	26	9	1945046.99464	22	
Q9VD30	GH05294p	74.19	12	43	12	2071298.18	43	
Q9VD55	Holocytochrome c-type synthase	5.34	2	3	2	17489.6005	3	
Q9VD58	Isocitric dehydrogenase subunit beta	45.95	14	105	14	3621994.88171	85	
Q9VD64	ADP-ribosylation factor-like protein 3	24.58	4	5	4	27279.763	4	
Q9VD68	GH19849p	4.3	2	3	2	19634.96507	3	
Q9VD72	Vacuolar-sorting protein SNF8	7.09	2	5	2	40333.84913	5	
Q9VDC0	GH01837p	28.0	5	14	5	53287.80717	12	
Q9VDC2	isopentenyl-diphosphate Delta-isomerase	6.25	2	4	2	49152.0168	4	
Q9VDC3	AP complex subunit sigma	35.92	5	12	5	431116.516	10	
Q9VDE2	oxaloacetate tautomerase	34.09	6	7	6	255295.03165	6	
Q9VDF4	Cortactin, isoform A	27.73	15	34	15	159790.03296	27	
Q9VDH3	GH08630p	66.23	13	38	13	1234625.6005199999	34	
Q9VDI1	LD46328p	53.04	22	79	0	831489.91058	59	
Q9VDI3	Myosin-2 essential light chain	17.45	3	4	3	12278.497780000002	3	
Q9VDI5	Uncharacterized protein, isoform A	29.18	5	11	3	37850.5735	5	
Q9VDK2	GH15831p	5.72	4	6	3	24060.7127	5	
Q9VDK7	Signal recognition particle subunit SRP72	25.54	16	32	16	129722.19123	23	
Q9VDK9	GH12359p	6.46	4	6	4	45759.9084	6	
Q9VDL5	GEO09602p1	13.43	1	2	1	17312.0969	2	
Q9VDP9	S-formylglutathione hydrolase	29.02	6	23	1	326583.05215	18	
Q9VDQ3	Identity crisis	6.53	4	4	4	2418.7147999999997	2	
Q9VDT1	Short-chain specific acyl-CoA dehydrogenase, mitochondrial	32.84	12	22	12	199486.47304	18	
Q9VDT5	Carboxypeptidase	20.54	8	17	8	303211.3012	15	
Q9VDU7	nicotinamidase	15.69	5	15	5	219577.06325	14	
Q9VDV2	AT06125p	8.54	4	4	3	4396.3061	2	
Q9VDY8	MIP08680p	57.35	14	64	1	1099365.40235	57	
Q9VDZ8	Mitochondrial import inner membrane translocase subunit TIM44	41.59	20	73	0	790274.27794	71	
Q9VE08	GH10002p	8.92	2	3	2	9980.619340000001	3	
Q9VE12	LD27322p	14.81	5	12	5	40068.37367	9	
Q9VE24	N-sulfoglucosamine sulfohydrolase	6.68	4	7	4	34394.952	6	
Q9VE31	GEO12059p1	16.22	2	3	2	1751.52875	3	
Q9VE52	Cleavage stimulation factor 64 kD subunit	14.08	6	8	6	46558.110929999995	7	
Q9VE56	FI17806p1	7.14	2	3	2	68483.353	3	
Q9VE57	GEO10850p1	12.41	2	3	2	11863.2795	3	
Q9VE73	WD repeat-containing protein 37	3.29	2	2	2	1554.9267	2	
Q9VE75	V-type proton ATPase subunit a	2.76	3	4	2	19260.271	3	
Q9VE85	Nucleoporin 43kD	12.57	5	11	5	43222.91635	9	
Q9VE94	LD14127p	12.24	5	6	5	8866.9879	3	
Q9VEA1	Eukaryotic translation initiation factor 4C	31.08	6	17	6	209726.50950000001	13	
Q9VEA7	FI01460p	28.09	1	3	1	13514.507	3	
Q9VEB1	Malate dehydrogenase, mitochondrial	85.12	28	303	28	22219400.95338	245	
Q9VEB7	AT04491p	5.94	3	3	3	22890.535640000002	3	
Q9VEC2	Proteasome assembly chaperone 2	14.57	4	6	4	39667.27828	4	
Q9VEC8	RE23139p1	14.62	2	4	2	31490.256	4	
Q9VED8	Deoxyribonuclease II	10.11	4	12	4	103789.3227	8	
Q9VEF5	Inhibitor of growth protein	7.39	3	4	3	14588.0368	2	
Q9VEG8	RE59232p	2.8	1	1	1	38726.652	1	
Q9VEH2	Transmembrane protein 192	6.15	2	5	2	15586.8056	4	
Q9VEJ3	Pyrroline-5-carboxylate reductase	51.28	10	39	2	727998.68372	37	
Q9VEJ9	Curly Su	1.2	1	2	1	14253.3123	2	
Q9VEK7	Cellular repressor of E1A-stimulated genes, isoform A	28.91	6	14	1	205150.48078	13	
Q9VEK8	GH07711p	34.05	12	33	12	247491.04825	28	
Q9VEN3	non-specific serine/threonine protein kinase	17.6	12	21	12	91928.56881	18	
Q9VEN6	Mitochondrial ribosomal protein S11	7.5	2	2	2	5808.6604	2	
Q9VEN9	Protein associated with topo II related - 1, isoform A	6.51	6	8	6	18078.04472	7	
Q9VEP6	Adenylosuccinate lyase	11.64	7	24	7	165448.69167	22	
Q9VEP8	GH11385p	13.2	10	14	10	53940.0289	11	
Q9VEP9	Splicing factor 3A subunit 1	15.05	12	22	12	88179.24742	19	
Q9VEQ2	ER membrane protein complex subunit 2	14.18	4	10	1	24335.53461	7	
Q9VES8	RE28913p	27.34	8	16	8	37340.36615	12	
Q9VET3	peptidyl-tRNA hydrolase	11.76	2	3	2	53971.7154	3	
Q9VEV3	Tetratricopeptide repeat protein 1	24.33	9	26	9	152587.60598	21	
Q9VEV7	Protein farnesyltransferase subunit beta	5.73	3	3	3	2550.9075	1	
Q9VEW1	Jiangshi, isoform A	4.4	3	4	3	13650.57933	3	
Q9VEY0	Uncharacterized protein, isoform C	34.23	11	25	3	164600.87204	21	
Q9VEY4	Growth hormone-regulated TBC protein 1	4.85	2	3	2	29644.7787	3	
Q9VEY5	MICOS complex subunit	55.31	12	37	12	1307781.09626	34	
Q9VEY9	GH15759p	2.33	1	1	1	400.8298	1	
Q9VF03	Brahma associated protein 155 kDa	12.32	12	17	1	71301.62715	15	
Q9VF15	GEO09476p1	81.05	12	61	8	1525582.90338	53	
Q9VF23	arginine kinase	7.22	4	6	4	11556.8774	2	
Q9VF24	Crossveinless d	5.1	8	12	8	41866.49523	10	
Q9VF28	Actin-related protein 2/3 complex subunit 3	33.33	6	19	6	84556.07118	12	
Q9VF39	FI01459p	4.13	2	2	2	11674.2	1	
Q9VF51	Aldehyde oxidase 3, isoform A	9.89	13	22	10	130190.75286	21	
Q9VF70	Cerebral cavernous malformation 3	16.35	4	7	4	31447.95197	7	
Q9VF77	FI16517p1	10.07	4	7	4	18545.27307	4	
Q9VF82	Trafficking protein particle complex subunit 6B	22.37	4	4	4	24124.5232	4	
Q9VF86	N-acetyl-D-glucosamine kinase	13.79	5	12	5	158663.7187	11	
Q9VF98	Cytochrome c oxidase assembly protein COX16 homolog, mitochondrial	9.52	1	2	1	21241.681	2	
Q9VFC7	Mf5 protein	84.38	37	292	0	4813175.39277	190	
Q9VFE9	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2	3.84	2	3	2	4240.5362	2	
Q9VFF0	Mitochondrial-processing peptidase subunit beta	67.02	24	158	24	6985013.6718999995	121	
Q9VFI3	GEO08281p1	21.15	1	1	1	4887.0635	1	
Q9VFM0	GH19262p	4.96	3	5	3	5331.933	4	
Q9VFN7	GEO07678p1	20.13	4	19	4	350959.45689	17	
Q9VFN9	GEO07882p1	15.32	2	6	2	30865.2218	4	
Q9VFP0	RH07106p	17.84	7	11	7	73351.2884	10	
Q9VFP6	Inositol polyphosphate 1-phosphatase	39.73	14	39	14	797536.95076	32	
Q9VFQ9	Dipeptidase B, isoform A	18.7	11	26	11	382782.81905	22	
Q9VFS1	Adenosine deaminase	6.77	5	9	5	13736.92214	7	
Q9VFS4	Cilia- and flagella-associated protein 36	13.23	4	7	4	33413.45493	6	
Q9VFT4	AT27578p	10.58	6	11	6	22268.2363	8	
Q9VFU7	Sidestep IV, isoform C	3.8	4	6	4	21522.7527	4	
Q9VFV1	RE55542p	2.83	2	2	2	16965.4624	2	
Q9VFV9	DnaJ-like-2, isoform A	55.83	19	59	19	1503054.82754	55	
Q9VFZ4	Methanethiol oxidase	9.67	5	11	5	86859.0424	10	
Q9VG00	Cytochrome c oxidase assembly protein COX20, mitochondrial	15.45	3	5	3	11982.2007	4	
Q9VG01	RE12073p	5.26	3	3	3	5177.08884	2	
Q9VG04	Protein MEMO1	10.85	4	6	4	6098.15556	4	
Q9VG06	peptidyl-tRNA hydrolase	5.76	1	1	1	3328.314	1	
Q9VG23	GH22994p	65.12	12	32	1	953320.4524300001	26	
Q9VG26	MIP06012p	38.03	8	22	8	493335.25965	17	
Q9VG28	Beaten path Vc	2.36	1	3	1	967.29297	1	
Q9VG31	Malic enzyme	16.64	15	41	0	313131.31315	36	
Q9VG33	Sulfurtransferase	73.64	6	14	6	886490.8966000001	13	
Q9VG42	Glycine N-methyltransferase	15.57	5	8	5	97935.57907	7	
Q9VG44	RE14195p	2.84	2	2	2	736.9295	1	
Q9VG51	Sorting nexin-3	55.69	9	28	9	168676.76446	24	
Q9VG62	Toys are us	1.44	1	1	1	1618.5294	1	
Q9VG69	LP03547p	32.01	11	35	11	434587.36375	31	
Q9VG81	RH49330p	11.83	6	15	6	40169.34905	11	
Q9VG92	Glutathione S transferase D8	13.21	3	20	2	75752.5778	5	
Q9VGA0	Glutathione S transferase D9, isoform A	42.66	9	19	8	373766.0304	15	
Q9VGA1	Glutathione S transferase D10, isoform A	10.48	3	17	1	6239.5461000000005	2	
Q9VGA3	LD12305p	35.91	7	32	6	417972.5893	24	
Q9VGC2	Short-chain specific acyl-CoA dehydrogenase, mitochondrial	4.58	2	2	2	2868.9847	2	
Q9VGE4	FI04457p	9.25	11	16	11	39208.61727	11	
Q9VGE7	Beta-galactosidase	8.01	4	9	4	11835.921040000001	6	
Q9VGF3	IP11040p	11.88	5	6	5	13155.251199999999	4	
Q9VGF7	Mitochondrial glutamate carrier 2	21.5	8	32	6	316713.80182	26	
Q9VGJ9	Heme oxygenase	14.53	5	10	5	118671.0798	10	
Q9VGK3	peptidylprolyl isomerase	36.96	4	9	4	98160.8826	8	
Q9VGL0	LD43047p	2.84	4	6	4	1308.25785	2	
Q9VGM2	Fatty acid-binding protein, muscle	84.62	13	246	0	12748989.96667	205	
Q9VGP7	Large ribosomal subunit protein mL40	12.76	3	7	3	45845.7004	7	
Q9VGQ1	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	42.52	20	85	20	2771757.77516	74	
Q9VGQ8	Arfaptin	6.76	3	4	3	25126.8893	3	
Q9VGR0	DnaJ homolog subfamily C member 17	13.04	4	4	4	6103.2833200000005	3	
Q9VGR1	GRIP and coiled-coil domain containing 88 kDa	4.03	3	5	3	6177.5779	3	
Q9VGS3	RH44771p	14.04	3	26	3	381987.7943	21	
Q9VGT0	UDP-glucuronosyltransferase	1.36	1	2	1	13989.063600000001	2	
Q9VGT3	GM04645p	5.3	3	5	3	2650.92793	4	
Q9VGT8	UDP-glucuronosyltransferase	3.68	3	7	3	21745.40163	5	
Q9VGU7	Arrestin C-terminal-like domain-containing protein	6.56	3	4	3	18102.976	4	
Q9VGV9	palmitoyl-protein hydrolase	14.47	4	5	4	31887.5437	3	
Q9VGW7	type I protein arginine methyltransferase	15.16	5	7	5	45226.952300000004	6	
Q9VGY2	Peptide deformylase	10.08	3	4	1	12899.244999999999	4	
Q9VGY8	Phytanoyl-CoA dioxygenase domain containing 1	3.82	1	1	1	6164.7295	1	
Q9VGZ3	Cytoplasmic aconitate hydratase	13.79	14	24	9	119955.72007	20	
Q9VH25	Gamma-soluble NSF attachment protein	19.79	6	13	4	50871.23332	8	
Q9VH26	Carbonic anhydrase	17.11	6	21	6	231775.74806	16	
Q9VH37	IP06524p	14.29	3	4	3	27815.62724	4	
Q9VH63	Uncharacterized protein	3.0	2	2	2	2475.3477	1	
Q9VH64	LD29322p	10.03	4	5	4	44247.402	4	
Q9VH66	FI18258p1	29.61	6	13	6	55633.99029	10	
Q9VH72	TA01656p1	52.94	7	23	7	298620.65666000004	18	
Q9VH76	Synaptosomal-associated protein	68.87	15	67	13	465556.3515	40	
Q9VH77	mannose-6-phosphate isomerase	7.58	4	10	4	28037.36033	10	
Q9VH81	protein-serine/threonine phosphatase	8.85	5	7	5	54828.0858	7	
Q9VH85	GH14967p	3.41	3	3	3	7148.4277	1	
Q9VH98	Diuretic hormone 44, isoform A	21.91	6	8	6	132782.6311	6	
Q9VHA1	Spermidine synthase, isoform A	10.45	3	12	0	113785.85416	9	
Q9VHA8	LD25575p	12.25	8	20	8	167632.6893	15	
Q9VHB1	Mitochondrial pyruvate carrier	35.06	5	19	1	133250.95584	12	
Q9VHB8	2-oxoisovalerate dehydrogenase subunit alpha	7.74	4	7	4	54831.5262	6	
Q9VHC3	Blistery, isoform A	13.19	10	18	10	102266.68393	15	
Q9VHC7	FI21236p1	30.54	19	54	9	1139842.4525	37	
Q9VHC8	LD31448p	10.06	2	2	2	1635.6471	1	
Q9VHE3	GH05665p	9.38	4	6	4	27361.18452	5	
Q9VHE4	omega-amidase	17.31	5	13	5	58278.64341	12	
Q9VHE5	Large ribosomal subunit protein eL34	17.86	4	9	0	41316.129700000005	6	
Q9VHF9	Uncharacterized protein, isoform B	10.11	2	10	2	137484.65499	10	
Q9VHG6	Insulator binding factor 2	22.05	5	9	5	34933.4976	8	
Q9VHH8	Beag	6.82	4	8	4	31669.30405	7	
Q9VHI1	Hyrax	7.06	4	6	4	13253.629939999999	4	
Q9VHI8	Uncharacterized protein, isoform A	26.09	8	21	1	339683.4498	20	
Q9VHJ2	LD32381p	2.65	1	1	1	5086.664	1	
Q9VHJ5	Carbonic anhydrase	10.98	3	4	2	20984.9267	2	
Q9VHJ7	LD41978p	4.65	3	3	3	11377.374	1	
Q9VHL2	T-complex protein 1 subunit eta	38.79	20	47	20	659857.78072	41	
Q9VHM3	LD30467p	10.77	5	8	5	24121.57335	6	
Q9VHN4	GH14121p	9.77	3	5	3	8145.7726999999995	4	
Q9VHN7	transketolase	22.36	14	33	2	491430.77832	25	
Q9VHQ0	Large ribosomal subunit protein mL66	5.16	1	2	1	17061.046299999998	2	
Q9VHT3	CG9617 protein	15.17	3	3	3	12456.49026	2	
Q9VHT5	Large ribosomal subunit protein uL1m	10.73	4	7	4	28398.4627	5	
Q9VHX2	GH08043p	9.4	4	7	4	11857.466	4	
Q9VHX4	LD24679p	66.57	21	108	21	4060779.23189	89	
Q9VI04	Beta-ureidopropionase	13.47	5	8	5	19281.1548	5	
Q9VI09	GH14494p	49.01	6	27	6	726811.22037	22	
Q9VI21	Dementin, isoform D	3.92	3	3	0	1503.4596	1	
Q9VI24	LD25151p	7.73	3	3	3	5085.71508	2	
Q9VI53	LD44267p	14.93	6	13	6	35114.140060000005	10	
Q9VI57	Dephospho-CoA kinase domain-containing protein	16.95	4	6	4	25847.91697	4	
Q9VI64	LD30995p	47.03	13	57	13	1192850.83668	50	
Q9VI80	Thawb	1.58	2	3	2	9702.9138	2	
Q9VIB5	Carboxylic ester hydrolase	6.99	4	5	3	21379.3015	5	
Q9VIE7	GMP synthase (glutamine-hydrolyzing)	5.86	4	7	4	18286.52489	4	
Q9VIE8	Aconitate hydratase, mitochondrial	71.92	51	330	44	18927654.77019	263	
Q9VIF2	GM01519p	8.7	4	11	4	59530.7598	10	
Q9VIG0	Malectin domain-containing protein	18.16	7	12	7	65953.84082	11	
Q9VIH1	CG9273 protein	16.67	5	12	5	28771.6578	10	
Q9VII5	GEO08323p1	25.79	4	13	4	108303.03336	11	
Q9VII9	Glyoxylate reductase/hydroxypyruvate reductase	2.76	1	1	0	4624.962	1	
Q9VIJ3	FI14214p	12.78	2	3	1	2471.06484	2	
Q9VIK0	Alpha-methylacyl-CoA racemase, isoform A	8.04	3	3	3	2444.04967	2	
Q9VIK6	Centrocortin, isoform A	14.56	12	20	12	55061.050690000004	17	
Q9VIL2	LD19544p	8.63	3	8	3	58665.4881	8	
Q9VIM0	Lysosomal Pro-X carboxypeptidase	9.05	6	18	6	149746.14993	16	
Q9VIN9	Small ribosomal subunit protein mS40	15.2	3	6	3	58718.93237	6	
Q9VIQ5	RH02620p	27.49	7	16	7	20411.1505	7	
Q9VIQ6	FI17342p1	14.79	3	8	3	43287.1613	7	
Q9VIQ8	Cytochrome c oxidase subunit 4	47.25	11	50	11	1159734.84723	42	
Q9VIS4	tRNA-dihydrouridine(47) synthase [NAD(P)(+)]	6.13	3	3	3	17971.5785	3	
Q9VIU3	FI23988p1	6.9	3	4	3	12717.93986	4	
Q9VIV6	GH04973p	4.56	2	2	2	1599.3191	1	
Q9VIW6	small monomeric GTPase	11.72	3	3	3	21445.738	3	
Q9VIW9	alkaline phosphatase	2.35	1	1	1	2020.3483	1	
Q9VIX1	Galactose-specific C-type lectin, isoform A	24.19	2	2	2	49647.035599999996	2	
Q9VIX7	Fondue, isoform B	19.41	7	15	1	105907.67237	11	
Q9VJ19	Large ribosomal subunit protein eL30	42.34	4	18	4	303901.84846	9	
Q9VJ22	GH09876p	5.41	2	3	2	4920.873729999999	3	
Q9VJ25	Membrane magnesium transporter	16.51	2	3	2	17444.4677	3	
Q9VJ28	L-2-hydroxyglutarate dehydrogenase, mitochondrial	18.02	7	14	7	289319.6696	11	
Q9VJ30	non-specific serine/threonine protein kinase	5.24	7	13	2	48321.8165	9	
Q9VJ43	Sterol carrier protein 2	26.47	13	48	6	840270.89179	39	
Q9VJ58	Fas-associated factor 2, isoform A	18.1	9	20	9	64866.90753	13	
Q9VJ60	GM16226p	12.15	3	7	3	40182.453	7	
Q9VJ61	SD03870p	9.81	5	6	5	17350.266200000002	5	
Q9VJ68	Hydroxylysine kinase	17.03	8	19	8	207832.53294	16	
Q9VJ80	LD42267p	6.89	9	15	9	58698.52171	13	
Q9VJ86	Leucine-rich PPR motif-containing protein, mitochondrial	8.85	14	16	14	47481.9297	12	
Q9VJA9	GH07373p	0.94	1	1	0	4399.6733	1	
Q9VJC0	GEO08203p1	37.23	5	6	5	44537.4676	4	
Q9VJD0	Mitochondrial inner membrane protease ATP23	13.78	4	8	4	48016.15313	6	
Q9VJD1	Glucosidase 2 subunit beta	21.17	12	35	12	164093.65889	27	
Q9VJD4	LD24721p	33.84	12	37	12	923955.18012	27	
Q9VJE3	LD24839p	14.6	7	7	7	30603.4774	6	
Q9VJH8	FI03416p	5.71	4	5	3	18979.97194	5	
Q9VJI5	Protein yellow	13.91	7	13	7	77196.69956	13	
Q9VJI7	U6 snRNA-associated Sm-like protein LSm7	50.0	6	14	6	277091.85433999996	13	
Q9VJJ0	Proteasome subunit beta	44.78	8	27	8	537118.7533	24	
Q9VJJ1	COX assembly mitochondrial protein	14.41	2	2	2	11078.40906	2	
Q9VJN0	Carboxypeptidase	11.48	5	7	5	52120.06683	7	
Q9VJQ3	Protein yellow	22.83	9	30	8	805073.99007	28	
Q9VJQ6	Dynactin subunit 5	11.11	2	5	2	41764.393860000004	4	
Q9VJU6	IP09831p	15.87	4	4	4	23466.0826	2	
Q9VJU8	GH23407p	8.48	4	9	4	31226.77328	6	
Q9VJX3	B4, isoform A	2.44	3	3	3	4993.957359999999	2	
Q9VJZ1	FI21342p1	8.24	5	6	5	18291.60306	6	
Q9VJZ4	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9	63.19	12	61	12	1478478.58874	52	
Q9VJZ5	LD07294p	17.89	6	14	6	51262.5873	11	
Q9VJZ6	LD40224p	67.13	10	28	10	540940.54567	23	
Q9VK00	Uncharacterized protein, isoform A	13.78	4	8	4	67286.27222	7	
Q9VK11	GH15921p	17.8	5	15	5	252469.9753	15	
Q9VK12	GH20621p	54.0	15	86	15	2086254.20028	63	
Q9VK18	LD36945p	10.11	5	7	5	12887.63397	6	
Q9VK19	FI07225p	7.72	2	2	2	2696.9534	1	
Q9VK25	ethanolamine-phosphate cytidylyltransferase	24.68	10	30	1	831.21704	1	
Q9VK31	LD35592p	3.65	2	2	2	4247.1573	2	
Q9VK39	FI09204p	45.28	4	21	4	124343.84526	16	
Q9VK43	LD10135p	8.24	3	3	3	1905.42663	2	
Q9VK58	PIH1 domain containing 1, isoform D	7.13	4	5	3	3754.87735	4	
Q9VK59	LD23647p	32.84	31	71	31	321308.07663	46	
Q9VK60	GH25425p	49.42	10	45	10	1787934.03115	36	
Q9VK69	T-complex protein 1 subunit delta	38.84	20	55	19	795962.2056	44	
Q9VK85	Eukaryotic translation release factor 3, isoform A	12.76	9	21	1	121011.87819	16	
Q9VK90	Heat shock factor-binding protein 1	87.21	5	17	1	283625.25286	14	
Q9VK99	Atilla, isoform B	51.75	9	42	9	1053700.99465	35	
Q9VKA1	FI02817p	15.58	3	7	3	4205.0121	2	
Q9VKC7	Endoplasmic reticulum lectin 1	2.86	2	2	2	11236.2771	2	
Q9VKC8	FI03495p	11.04	7	13	7	160047.7451	11	
Q9VKD9	MIP16835p1	2.3	2	2	2	7744.6577	2	
Q9VKE2	Crystallin, isoform A	70.65	45	521	45	12224887.54538	384	
Q9VKF0	Cyclin Y, isoform A	5.67	3	8	3	53479.12978	8	
Q9VKG4	BcDNA.GH07269	5.57	3	9	3	38991.8284	7	
Q9VKI2	Buddy of Hmr 2, isoform A	9.92	3	4	3	4832.303739999999	3	
Q9VKI8	GH03305p	80.72	20	131	20	2989108.23117	104	
Q9VKJ4	Csl4	22.06	4	6	4	7213.68016	3	
Q9VKM3	ATP synthase subunit g	46.46	6	71	6	1790349.1574	48	
Q9VKM7	AT01533p	9.31	7	9	4	95902.97957999998	7	
Q9VKQ2	Uncharacterized protein, isoform A	75.51	5	20	5	115775.59992	19	
Q9VKQ5	GEO07393p1	29.03	3	3	3	10065.607899999999	2	
Q9VKR0	ER membrane protein complex subunit 3	10.12	2	7	2	490.43472	1	
Q9VKR4	Aminomethyltransferase	24.94	9	23	9	529881.21714	22	
Q9VKU3	Large ribosomal subunit protein mL62	18.72	4	5	4	23312.6163	4	
Q9VKU5	LD37206p	7.02	2	3	2	2368.3254	1	
Q9VKV1	Alpha-mannosidase	20.28	20	43	1	784355.39445	36	
Q9VKV2	Alpha-mannosidase	4.11	5	5	5	21423.97713	5	
Q9VKV9	Methionine aminopeptidase	10.09	3	6	3	18707.69304	5	
