Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 129N, Sample, n/a, Earth_M2	Abundances Count: F5: 129N, Sample, n/a, Earth_M2	Modifications
P49630	Large ribosomal subunit protein eL36	32.17	4	9	0	895256.1046999999	9	
P49657	Serine/threonine-protein kinase minibrain	0.77	1	1	0	10441.975	1	
P49847	Transcription initiation factor TFIID subunit 6	2.64	2	2	0	23698.6054	2	
P49866	Transcription factor HNF-4 homolog	1.42	1	1	0	4102.3584	1	
P49963	Signal recognition particle 19 kDa protein	31.88	4	4	4	32034.3105	4	
P50882	Large ribosomal subunit protein uL6	70.0	12	29	0	1545752.32275	28	
P50887	Large ribosomal subunit protein eL22	22.07	5	10	5	137006.69030000002	10	
P51140	Segment polarity protein dishevelled	2.89	2	2	2	9937.6695	2	
P52029	Glucose-6-phosphate isomerase	36.38	15	22	15	569443.4889	22	
P52034	ATP-dependent 6-phosphofructokinase	10.53	8	11	0	132203.7682	9	
P52302	Protein lethal(3)malignant blood neoplasm 1	14.24	7	21	0	641517.03142	20	
P52486	Ubiquitin-conjugating enzyme E2-22 kDa	25.13	6	10	0	141970.6547	7	
P52654	Transcription initiation factor IIA subunit 1	3.28	1	2	1	12736.452	1	
P53034	Replication factor C subunit 2	8.46	3	3	3	61141.877	2	
P53501	Actin-57B	69.15	29	622	4	30164603.38776	71	
P53777	Muscle LIM protein 1	31.52	3	14	0	533352.0229999999	10	
P53997	Protein SET	15.24	4	9	4	190768.713	9	
P54185	Putative odorant-binding protein A5	25.71	5	6	5	273183.1766	5	
P54191	General odorant-binding protein 69a	13.51	2	6	2	141916.2835	5	
P54192	General odorant-binding protein 19d	69.33	10	107	10	25829967.2087	103	
P54193	General odorant-binding protein 83a	42.86	7	18	0	1638175.7966	16	
P54195	General odorant-binding protein 28a	40.56	4	13	4	654495.1998	12	
P54351	Vesicle-fusing ATPase 2	14.76	12	17	0	15082.04605	3	
P54352	Ethanolamine kinase	6.76	3	3	2	28894.070099999997	3	
P54353	Putative peptidyl-prolyl cis-trans isomerase dodo	42.77	7	19	7	432190.201	18	
P54357	Myosin-2 essential light chain	89.12	10	40	1	2250468.5233	35	
P54359	Septin-2	17.66	7	10	1	245239.521	10	
P54367	Casein kinase I isoform alpha	2.67	1	1	0	19944.404	1	
P54385	Glutamate dehydrogenase, mitochondrial	42.35	24	79	6	2031324.4493	73	
P54397	39 kDa FK506-binding nuclear protein	5.04	2	2	2	41366.779	2	
P54399	Protein disulfide-isomerase	75.6	37	146	0	12464648.71495	129	
P54611	V-type proton ATPase subunit E	79.65	21	159	0	16467428.94685	137	
P54622	Single-stranded DNA-binding protein, mitochondrial	43.15	6	12	6	287809.472	10	
P55035	26S proteasome non-ATPase regulatory subunit 4	56.57	11	22	0	314316.86539	18	
P55828	Small ribosomal subunit protein uS10	34.17	4	15	4	1103493.7897	14	
P55830	Small ribosomal subunit protein eS1	60.45	16	81	16	4264325.2558699995	67	
P55841	Large ribosomal subunit protein eL14	48.8	10	35	10	1602029.28755	29	
P55935	Small ribosomal subunit protein uS4	61.03	19	57	0	1933241.24956	48	
P56079	Phosphatidate cytidylyltransferase, photoreceptor-specific	8.28	4	4	0	10729.337360000001	3	
P56538	Eukaryotic translation initiation factor 6	15.92	4	6	4	130940.61499999999	4	
P61209	ADP-ribosylation factor 1	39.01	5	19	0	740168.02906	19	
P61849	Dromyosuppressin	10.0	2	3	0	57123.7905	3	
P61851	Superoxide dismutase [Cu-Zn]	78.43	11	105	11	11639737.93833	91	
P61855	Adipokinetic hormone	37.97	2	3	2	63327.352	3	
P61857	Tubulin beta-2 chain	44.39	15	202	2	1149522.4577000001	3	
P62152	Calmodulin	99.33	19	359	0	36887703.38466	318	
P80455	Small ribosomal subunit protein eS12	67.63	7	31	7	1250996.25532	30	
P81829	Leucokinin	6.25	1	1	1	13250.855	1	
P81900	cAMP-dependent protein kinase type II regulatory subunit	59.42	19	94	19	6120678.14145	88	
P82147	Protein lethal(2)essential for life	66.31	11	40	0	2178823.0091	34	
P82295	Prominin-like protein	3.75	3	3	0	3021.1497	1	
P82804	Partner of Y14 and mago	7.73	1	1	1	355.652	1	
P82890	Low molecular weight phosphotyrosine protein phosphatase 1	38.71	5	15	5	726776.031	14	
P83094	Stromal interaction molecule homolog	22.81	12	15	1	197134.83543	11	
P83967	Actin, indirect flight muscle	68.62	27	587	2	183215.8927	4	
P84029	Cytochrome c-2	70.37	11	82	0	9661401.3769	77	
P84040	Histone H4	59.22	9	102	0	7976623.5108	93	
P84051	Histone H2A	37.1	5	48	0	1739844.0730299999	23	
P84345	ATP synthase protein 8	18.87	1	5	1	192509.579	5	
P91891	Protein Mo25	34.22	13	23	0	716041.292	19	
P91926	AP-2 complex subunit alpha	19.04	16	20	15	192010.96812	18	
P91927	Mitochondrial proton/calcium exchanger protein	34.75	30	42	30	650291.2716	39	
P91928	MICOS complex subunit Mic60	47.63	35	96	0	5397813.8543	91	
P91929	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	38.08	14	37	0	1635892.16518	32	
P91938	Thioredoxin reductase 1, mitochondrial	35.07	15	24	0	759955.0070999999	20	
P92029	DnaJ-like protein 60	4.15	1	1	0	5665.822	1	
P92177	14-3-3 protein epsilon	72.14	22	257	20	16450796.22086	177	
P92204	Negative elongation factor E	10.0	3	4	3	85250.523	4	
P92208	Stress-activated protein kinase JNK	4.3	2	4	0	7035.7354	1	
P98081	Protein disabled	5.35	9	11	0	39242.922289999995	9	
Q00174	Laminin subunit alpha	22.49	77	124	77	3513573.78099	116	
Q00963	Spectrin beta chain	23.88	58	119	2	5905.10423	3	
Q01603	Peroxidase	8.41	6	6	0	60888.9386	5	
Q01604	Phosphoglycerate kinase	83.61	31	247	0	19387746.30171	220	
Q01637	Uridine 5'-monophosphate synthase	6.69	4	4	4	61719.3341	4	
Q01989	Myosin heavy chain 95F	1.84	2	2	0	5768.5168	2	
Q02748	Eukaryotic initiation factor 4A	31.27	15	31	13	641250.87674	28	
Q02910	Calphotin	3.36	2	4	2	30041.32397	4	
Q03017	NF-kappa-B inhibitor cactus	12.4	5	9	0	41360.9201	8	
Q03043	cGMP-dependent protein kinase, isozyme 2 forms cD4/T1/T3A/T3B	2.48	4	4	0	14257.2914	4	
Q03334	Small ribosomal subunit protein uS15	52.32	9	28	0	1319018.2585	20	
Q03427	Lamin-C	59.74	41	127	3	2962933.8471	99	
Q04047	Protein no-on-transient A	13.43	8	10	0	102115.19377	10	
Q04164	Putative epidermal cell surface receptor	8.8	13	21	0	236709.6792	20	
Q04691	Fat-body protein 1	24.68	26	37	0	661097.1769	35	
Q05783	High mobility group protein D	21.43	2	3	0	54305.7344	3	
Q05825	ATP synthase subunit beta, mitochondrial	85.15	34	605	0	38887590.56899	507	
Q05856	Small nuclear ribonucleoprotein-associated protein B	10.55	2	2	2	2189.9575	1	
Q06559	Small ribosomal subunit protein uS3	80.89	25	88	0	5805367.513	80	
Q06943	High mobility group protein Z	43.24	4	12	0	139479.44635	10	
Q07093	Head-specific guanylate cyclase	5.47	4	4	4	25295.6234	3	
Q07152	Inosine-5'-monophosphate dehydrogenase	21.23	9	18	0	221031.21923000002	18	
Q07171	Gelsolin	25.81	18	39	0	1412186.1961	37	
Q07327	Protein ROP	35.51	20	37	0	830290.75201	34	
Q08012	Growth factor receptor-bound protein 2	40.76	9	18	9	363876.98152	13	
Q08180	Irregular chiasm C-roughest protein	2.36	2	2	0	2561.0115	1	
Q08473	RNA-binding protein squid	42.44	9	32	0	1260417.29068	28	
Q09024	Neural/ectodermal development factor IMP-L2	18.73	5	5	0	52518.1183	5	
Q09101	Locomotion-related protein Hikaru genki	3.97	4	5	4	59320.335	3	
Q0E8C8	Serine protease inhibitor 77Ba	16.89	8	13	8	244352.41036	13	
Q0E940	Eukaryotic translation initiation factor 3 subunit B	2.17	2	2	0	10870.525099999999	2	
Q0E9B6	Small ribosomal subunit protein uS17	45.16	8	12	4	591502.41	12	
Q0KHQ5	Serine/threonine-protein kinase Tao	1.73	2	2	0	30451.753	2	
Q0KIC3	Uncharacterized protein CG43427	7.43	10	12	0	52064.45	3	
Q10714	Angiotensin-converting enzyme	13.33	10	11	0	204865.5384	10	
Q11002	Calpain-A	7.73	7	8	0	85729.481	7	
Q23970	Pheromone-binding protein-related protein 6	58.87	8	28	8	3359174.9335	27	
Q23983	Alpha-soluble NSF attachment protein	69.18	19	85	19	5151973.0344	73	
Q23997	Imaginal disk growth factor 6	52.65	24	100	0	5401464.1933	83	
Q24008	Inactivation-no-after-potential D protein	46.44	34	113	0	5459613.94984	95	
Q24046	Sodium/potassium-transporting ATPase subunit beta-1	49.51	15	41	0	2519217.7393	37	
Q24048	Sodium/potassium-transporting ATPase subunit beta-2	50.46	15	82	0	4219337.3829	77	
Q24050	Elongator complex protein 5	29.39	7	10	6	112810.35250000001	7	
Q24114	Division abnormally delayed protein	8.63	5	10	0	205754.17359999998	10	
Q24133	DnaJ protein homolog 1	27.25	7	16	0	581596.79053	15	
Q24134	Negative elongation factor D	2.42	1	1	0	4515.568	1	
Q24180	Deformed epidermal autoregulatory factor 1	8.51	5	5	0	84599.4998	5	
Q24185	Protein hook	20.47	13	18	13	428171.6652	18	
Q24186	Small ribosomal subunit protein uS7A	22.81	8	31	0	807442.9517	28	
Q24207	Protein boule	27.63	5	9	0	348802.32889999996	7	
Q24208	Eukaryotic translation initiation factor 2 subunit 3	36.0	16	20	0	267743.38544	18	
Q24210	Peripheral plasma membrane protein CASK	6.01	5	6	0	86515.446	6	
Q24211	Protein stoned-A	37.53	27	59	0	1392807.03056	53	
Q24214	Calcineurin subunit B type 2	45.88	6	17	0	1079142.7146	16	
Q24238	Alkaline phosphatase 4	9.56	5	6	5	76950.742	5	
Q24246	Cytoplasmic dynein 1 intermediate chain	7.99	5	6	0	75970.2185	5	
Q24251	ATP synthase subunit d, mitochondrial	80.34	18	188	0	15112694.82511	169	
Q24276	Hsp90 co-chaperone Cdc37	32.9	13	18	13	384493.5335	15	
Q24292	Protein dachsous	0.31	1	1	0	2177.4607	1	
Q24297	Small nuclear ribonucleoprotein F	34.09	3	6	3	78371.5908	6	
Q24298	DE-cadherin	15.06	23	36	23	924112.7832	34	
Q24312	DNA-binding protein Ewg	3.68	3	4	1	12120.793730000001	2	
Q24318	Transcription factor Dp	7.19	3	4	0	20609.2357	3	
Q24319	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	12.92	6	8	6	107189.14480000001	8	
Q24322	Semaphorin-1A	2.34	2	3	0	3677.6159599999996	3	
Q24337	Protein enhancer of rudimentary	24.04	3	4	0	121041.93100000001	4	
Q24372	Lachesin	17.83	6	8	6	74178.8124	7	
Q24388	Larval serum protein 2	8.84	5	5	0	52808.8985	4	
Q24400	Muscle LIM protein Mlp84B	44.24	20	67	19	2098324.19144	63	
Q24407	ATP synthase-coupling factor 6, mitochondrial	52.83	7	55	0	5346330.4291	46	
Q24439	ATP synthase subunit O, mitochondrial	73.68	19	177	19	18117010.8104	154	
Q24478	Centrosome-associated zinc finger protein Cp190	21.44	19	26	19	163891.6695	21	
Q24491	RNA-binding protein Rsf1	25.89	5	12	0	96541.29680000001	8	
Q24492	Replication protein A 70 kDa DNA-binding subunit	7.13	5	6	5	31029.2074	4	
Q24509	Syntaxin-5	4.28	2	2	0	14103.366000000002	2	
Q24523	Protein bunched, class 2/F/G isoform	3.38	5	8	0	153934.7764	8	
Q24524	Protein singed	5.86	3	3	0	30234.292699999998	3	
Q24537	High mobility group protein DSP1	13.99	6	14	0	267445.3932	14	
Q24547	Syntaxin-1A	29.21	12	41	0	2113344.3793	39	
Q24560	Tubulin beta-1 chain	67.56	21	292	1	15047263.42455	248	
Q24562	Splicing factor U2AF 50 kDa subunit	11.06	3	3	0	17357.9994	3	
Q24572	Chromatin assembly factor 1 p55 subunit	18.6	7	15	1	239982.05255999998	15	
Q24583	V-type proton ATPase subunit F 1	86.29	8	28	8	3916390.3327	27	
Q26377	Pro-corazonin	40.26	5	12	5	131291.1173	11	
Q26416	Adult cuticle protein 1	20.0	1	5	1	254519.31399999998	4	
Q27237	DnaJ homolog l(2)tid, mitochondrial	11.35	5	5	1	100181.6164	5	
Q27268	ATP-dependent RNA helicase WM6	28.77	12	19	6	610565.4187	18	
Q27272	Transcription initiation factor TFIID subunit 9	19.78	5	5	5	58897.273	5	
Q27331	V-type proton ATPase catalytic subunit A isoform 2	59.45	30	84	0	1573171.67524	40	
Q27377	Putative odorant-binding protein A10	34.84	5	16	5	1223629.4045	15	
Q27415	Nucleoplasmin-like protein	43.42	6	50	0	2211904.2575	50	
Q27580	Adenosylhomocysteinase	16.9	10	11	0	180377.27693	11	
Q27597	NADPH--cytochrome P450 reductase	15.02	11	14	0	246601.1152	12	
Q27606	Cytochrome P450 4e2	1.9	1	1	0	1861.3466	1	
Q27869	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	34.51	6	12	2	549976.54296	12	
Q27889	Serine/threonine-protein phosphatase 2B catalytic subunit 2	42.98	18	50	0	416662.50200000004	10	
Q2PE14	Zinc finger CCHC domain-containing protein 8 homolog	5.06	3	3	3	14940.2299	3	
Q3KN41	Neurexin 1	1.96	4	4	0	58036.492560000006	4	
Q45VV3	Transcriptional coactivator yorkie	6.84	3	3	0	19747.582000000002	2	
Q4V5I9	Succinate dehydrogenase assembly factor 2-A, mitochondrial	34.97	2	3	2	51608.3447	2	
Q4V645	Trissin	16.67	2	3	2	70130.612	3	
Q4Z8K6	Ran-binding proteins 9/10 homolog	3.33	3	3	0	34525.2674	2	
Q59E04	Neuroendocrine protein 7B2	7.97	2	3	2	93048.032	3	
Q5U117	Complex I assembly factor Egm, mitochondrial	9.08	6	8	6	23116.95318	7	
Q6AWN0	Acireductone dioxygenase	43.55	8	15	8	301395.08655	15	
Q6NN40	Alpha N-terminal protein methyltransferase 1	15.22	4	5	0	58385.2809	5	
Q6WV19	Polypeptide N-acetylgalactosaminyltransferase 2	3.0	2	2	2	12863.63984	2	
Q709R6	LEM domain-containing protein Bocksbeutel	18.8	7	7	7	57882.9459	5	
Q70PY2	Peptidoglycan-recognition protein SB1	22.11	4	7	4	218904.9478	7	
Q7JQW6	Lipoyl synthase, mitochondrial	8.22	3	4	3	67023.184	4	
Q7JR49	V-type proton ATPase subunit S1	16.89	5	9	5	476643.342	8	
Q7JR71	Extracellular superoxide dismutase [Cu-Zn]	27.07	4	15	1	331145.32466	12	
Q7JUR6	Protein GDAP2 homolog	8.33	4	5	0	37562.0882	5	
Q7JUY7	PTB domain-containing adapter protein ced-6	30.56	12	17	0	331480.24545	16	
Q7JVI3	Eukaryotic translation initiation factor 3 subunit M	40.31	14	31	0	1167735.9016	29	
Q7JW27	WASH complex subunit 1	2.61	1	1	1	1707.0259	1	
Q7JWD3	ATPase ASNA1 homolog	20.24	6	20	6	453521.1407	19	
Q7JWR9	Zinc finger CCCH domain-containing protein 15 homolog	14.6	6	7	0	64593.5745	5	
Q7JXF5	Nuclear pore glycoprotein p62	25.13	9	15	9	469120.33650000003	15	
Q7JXF7	Protein seele	34.92	5	7	5	147836.5919	7	
Q7JYV2	Synaptogyrin	8.3	1	1	1	1705.1991	1	
Q7JZB4	Mannose-1-phosphate guanylyltransferase catalytic subunit beta	2.71	1	1	0	14587.853	1	
Q7JZV0	Cuticular protein 47Eg	19.66	2	3	2	77307.869	3	
Q7K0D8	Nuclear pore complex protein Nup50	18.26	10	11	10	144511.39310000002	11	
Q7K0E3	MOB kinase activator-like 4	32.29	5	14	0	403321.7313	14	
Q7K0L4	WD repeat-containing protein 26 homolog	2.7	2	2	0	14396.851999999999	2	
Q7K1U0	Activity-regulated cytoskeleton associated protein 1	34.65	8	13	8	120318.625	10	
Q7K1Z5	Ubiquitin-fold modifier-conjugating enzyme 1	11.59	2	5	2	44939.30374	4	
Q7K237	Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1	5.41	2	2	0	18126.1933	2	
Q7K2D2	Dynactin subunit 2	59.21	18	43	18	1310831.68155	39	
Q7K2G1	Proteasomal ubiquitin receptor ADRM1 homolog	48.33	15	29	1	27768.848	1	
Q7K486	Armadillo repeat-containing protein 6 homolog	25.86	11	12	11	208566.6658	12	
Q7K4Q5	Probable protein phosphatase CG10417	17.37	8	12	0	123376.7528	12	
Q7K4Z4	Protein immune deficiency	18.32	4	6	4	45844.866200000004	6	
Q7K550	Eukaryotic translation initiation factor 3 subunit J	42.8	8	20	0	447778.47696	20	
Q7K556	TRPL translocation defect protein 14	12.0	6	9	0	104529.28227	9	
Q7K5K3	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	53.15	18	82	18	5308256.39386	72	
Q7K5M0	Inactive serine protease scarface	9.01	4	6	4	95882.3338	6	
Q7K738	Ubiquitin-conjugating enzyme E2-18 kDa	55.19	9	24	9	932470.2805	24	
Q7KLV9	26S proteasome non-ATPase regulatory subunit 11	37.91	18	36	0	1648258.90595	34	
Q7KML2	Acyl-coenzyme A oxidase 1	3.74	2	3	2	14694.9098	2	
Q7KN62	Transitional endoplasmic reticulum ATPase TER94	40.45	29	60	1	1035237.56836	50	
Q7KN90	Cysteine--tRNA ligase, cytoplasmic	26.32	18	25	18	305908.86114	22	
Q7KNF2	Polyadenylate-binding protein 2	26.79	6	16	0	402112.0152	15	
Q7KQM6	GIGYF family protein Gyf	3.37	5	5	5	30469.36463	5	
Q7KR04	Small ribosomal subunit protein uS8B	53.85	7	18	1	26566.197	1	
Q7KRI2	Longitudinals lacking protein-like	32.28	4	8	0	188065.73979999998	7	
Q7KRU8	Ferritin heavy chain	52.2	8	65	1	8572782.9209	61	
Q7KRW8	Pre-mRNA-processing factor 39	1.03	1	1	1	2040.7548	1	
Q7KTH8	COP9 signalosome complex subunit 8	26.92	6	8	6	226826.5166	8	
Q7KUT2	Lon protease homolog, mitochondrial	17.97	16	21	16	338513.12945999997	21	
Q7KVQ0	H/ACA ribonucleoprotein complex subunit 1	9.7	3	3	3	75805.497	3	
Q7KVY7	Syntaxin-4	6.01	2	2	1	24921.3325	2	
Q7KW14	Coiled-coil domain-containing protein CG32809	4.38	5	5	0	69119.97750000001	5	
Q7KW39	Probable methylmalonate-semialdehyde/malonate-semialdehyde dehydrogenase [acylating], mitochondrial	52.69	20	51	20	3391092.39764	47	
Q7PLI7	Serine/threonine-protein kinase CG17528	2.94	2	2	2	2173.9077	1	
Q7YTY6	Serine protease inhibitor 42Dd	24.73	8	18	8	491822.1386	18	
Q867Z4	Longitudinals lacking protein, isoforms F/I/K/T	6.91	5	8	1	162498.60576	6	
Q868Z9	Papilin	18.81	47	94	47	1082627.2065	89	
Q86B79	RING finger protein unkempt	3.17	2	2	0	22507.981	2	
Q86B87	Modifier of mdg4	13.77	6	8	0	167742.1587	8	
Q86BL4	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial	19.59	3	3	3	14904.1276	3	
Q86BN8	Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1	10.0	3	4	3	119573.85199999998	4	
Q86NP2	Negative elongation factor A	9.51	9	11	0	116284.8306	10	
Q86P48	AT-rich binding protein	7.22	3	5	3	23052.389300000003	4	
Q86S05	Protein lingerer	2.91	3	4	0	1710.32777	3	
Q8I0G5	Coatomer subunit gamma	6.68	6	6	0	53918.941	6	
Q8I7C3	LIM and SH3 domain protein Lasp	21.0	12	23	0	1059544.7613	22	
Q8IH18	Eukaryotic translation initiation factor 4E transporter	3.86	4	4	4	26370.1505	4	
Q8IN41	Protein Turandot X	8.45	1	1	1	26501.178	1	
Q8IN43	Protein Turandot C	31.01	4	14	4	246961.5987	11	
Q8IN44	Protein Turandot A	58.14	9	20	9	793680.1104	18	
Q8INI8	Major heat shock 70 kDa protein Ba	21.22	13	59	0	87664.4921	6	
Q8IPM8	Complexin	66.2	10	69	0	44727.996	3	
Q8IPW2	SH2/SH3 adapter protein dreadlocks	21.35	9	16	9	244138.8589	15	
Q8IPX7	Exosome complex component RRP40	29.74	7	8	7	86914.56557	7	
Q8IPZ3	NAD(P)H oxidoreductase RTN4IP1, mitochondrial	3.15	1	1	1	1811.3734	1	
Q8IQ56	Transmembrane protein 11 homolog, mitochondrial	19.78	4	13	0	169142.9224	11	
Q8IQ70	Calcium uniporter protein, mitochondrial	12.84	5	7	5	247762.662	7	
Q8IQG1	MOB kinase activator-like 2	6.36	4	7	0	128997.0036	7	
Q8IQG9	Adenylate kinase 1	44.54	8	37	8	2203191.10582	29	
Q8IR45	BLOC-1-related complex subunit 8 homolog	13.11	2	2	2	13857.5293	2	
Q8IRH5	Zinc finger protein indra	3.14	2	2	2	32310.52	1	
Q8MKJ4	General odorant-binding protein 57b	6.38	1	2	0	2442.678	1	
Q8MKK0	General odorant-binding protein 57a	10.65	2	4	2	155826.80250000002	4	
Q8MKN0	Ubiquinone biosynthesis protein COQ9, mitochondrial	12.88	4	4	4	45926.9552	4	
Q8MLY8	Small ribosomal subunit protein eS8	50.96	11	47	0	2120165.5621	38	
Q8MLZ7	Chitinase-like protein Idgf3	27.66	10	23	0	785769.9602	22	
Q8MM24	Chitinase-like protein Idgf1	2.28	1	1	1	10977.038	1	
Q8MMC4	Protein CDV3 homolog	12.92	3	4	1	4375.025299999999	3	
Q8MR45	Putative N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase CG1827	3.56	1	4	1	28540.0173	4	
Q8MR62	Phosducin-like protein 2	22.92	5	6	5	199101.00566	6	
Q8MSS1	Protein lava lamp	17.06	45	52	0	606959.0564	51	
Q8MSU3	Ferric reductase 1	3.55	2	3	0	21780.023	2	
Q8MSV2	Protein alan shepard	12.54	6	13	6	233381.0093	11	
Q8MSX2	Mediator of RNA polymerase II transcription subunit 6	7.23	2	2	0	7688.1043	2	
Q8MT06	Guanine nucleotide-binding protein-like 3 homolog	3.79	2	2	2	15438.1778	2	
Q8SWR8	Ataxin-2 homolog	3.41	3	3	1	22037.815150000002	3	
Q8SWU7	Obg-like ATPase 1	30.73	14	18	0	1033711.0895	17	
Q8SX68	CTTNBP2 N-terminal-like protein	23.65	11	15	11	205119.4147	14	
Q8SXY6	Transmembrane emp24 domain-containing protein bai	33.5	7	17	7	534216.2087	16	
Q8SY33	Protein Gawky	11.05	13	19	13	232321.7664	15	
Q8SY61	General odorant-binding protein 56d	56.49	7	62	0	2604960.9838	55	
Q8SY96	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial	32.51	6	18	6	224781.60124999998	18	
Q8SYD0	Tetratricopeptide repeat protein 19 homolog, mitochondrial	10.3	4	6	4	92632.9618	6	
Q8SYG2	COP9 signalosome complex subunit 3	8.76	4	5	4	24607.69134	4	
Q8SZ63	Golgin-84	5.23	3	3	3	13096.9476	3	
Q8SZA8	Adrenodoxin-like protein 2, mitochondrial	36.84	3	8	3	158634.8382	7	
Q8T045	O-glucosyltransferase rumi	2.92	1	1	0	33177.332	1	
Q8T079	Cytokine-like nuclear factor N-PAC	37.54	17	37	0	909425.54266	34	
Q8T0Q4	Charged multivesicular body protein 4	66.37	15	35	15	879203.1148	32	
Q8T0R7	Chitinase-like protein Idgf5	2.25	1	1	1	15127.344	1	
Q8T390	Endophilin-A	56.91	20	92	0	3815501.0538500003	73	
Q8T3L6	Probable malonyl-CoA-acyl carrier protein transacylase, mitochondrial	15.3	6	6	6	218806.82640000002	6	
Q8T3U2	Small ribosomal subunit protein uS12	42.66	6	22	0	1341068.6080999998	20	
Q8T3X9	Iron-sulfur cluster assembly 1 homolog, mitochondrial	56.15	7	13	7	339074.3807	12	
Q8T6B9	Poly(U)-binding-splicing factor hfp	14.44	8	12	1	249832.6969	11	
Q8T8R1	CCHC-type zinc finger nucleic acid binding protein	4.85	1	1	1	426.7161	1	
Q8T9B6	LDLR chaperone boca	55.0	10	20	10	780861.14	18	
Q8WTC1	Small ribosomal subunit protein uS15m	18.21	5	6	5	74778.76699999999	5	
Q94511	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	60.47	36	112	0	4999419.40985	95	
Q94514	Cytochrome c oxidase subunit 5A, mitochondrial	57.72	10	96	0	6671763.69436	85	
Q94516	ATP synthase subunit b, mitochondrial	45.27	16	122	16	8865754.4126	110	
Q94517	Histone deacetylase HDAC1	6.14	2	2	2	6654.395	2	
Q94518	Nascent polypeptide-associated complex subunit alpha	51.15	7	19	0	1725687.0074	17	
Q94521	Arylalkylamine N-acetyltransferase 1	37.09	8	29	0	2036085.6397000002	28	
Q94522	Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial	47.56	15	116	14	11223509.06282	106	
Q94523	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	37.52	19	51	19	814169.22574	49	
